Date,Ticker,Price,Amount,Action
2019-12-30,NBN,22.09,23.0,buy
2019-12-30,NET,16.7,79.0,buy
2019-12-30,NFE,16.11,130.0,buy
2019-12-30,NFG,46.44,23.0,buy
2019-12-30,NGM,18.48,17.0,buy
2019-12-30,NGS,11.97,20.0,buy
2019-12-30,NGVC,10.08,19.0,buy
2019-12-30,NI,27.2,21.0,buy
2019-12-30,NJR,43.75,25.0,buy
2019-12-30,NKSH,46.2,-28.0,short
2019-12-30,NKTR,21.61,55.0,buy
2019-12-30,NLOK,25.6,25.0,buy
2019-12-30,NLSN,20.18,32.0,buy
2019-12-30,NMFC,13.73,-28.0,short
2019-12-30,NMM,18.35,59.0,buy
2019-12-30,NMRK,13.43,41.0,buy
2019-12-30,NNI,58.52,42.0,buy
2019-12-30,NNN,52.81,-18.0,short
2019-12-30,NOA,12.23,108.0,buy
2019-12-30,NOMD,21.95,29.0,buy
2019-12-30,NOVA,11.74,-53.0,short
2019-12-30,NPO,66.65,-17.0,short
2019-12-30,NRP,20.01,26.0,buy
2019-12-30,NRZ,16.23,-21.0,short
2019-12-30,NSA,32.94,-26.0,short
2019-12-30,NSSC,29.58,-22.0,short
2019-12-30,NTCT,24.14,-18.0,short
2019-12-30,NUAN,17.93,19.0,buy
2019-12-30,NVGS,13.22,16.0,buy
2019-12-30,NVS,95.51,17.0,buy
2019-12-30,NVST,29.9,-19.0,short
2019-12-30,NWBI,16.53,-30.0,short
2019-12-30,NWFL,38.96,-18.0,short
2019-12-30,NWL,19.22,55.0,buy
2019-12-30,NWSA,14.13,16.0,buy
2019-12-30,NX,17.3,-16.0,short
2019-12-30,NXRT,42.49,39.0,buy
2019-12-30,OCCI,15.82,-51.0,short
2019-12-30,ODT,29.6,-18.0,short
2019-12-30,OFG,23.53,31.0,buy
2019-12-30,OFIX,45.78,-25.0,short
2019-12-30,OII,14.86,-28.0,short
2019-12-30,OIS,16.49,99.0,buy
2019-12-30,OKE,75.67,27.0,buy
2019-12-30,OMER,14.96,-19.0,short
2019-12-30,OMN,10.12,17.0,buy
2019-12-30,OMP,16.72,-69.0,short
2019-12-30,ON,24.47,-25.0,short
2019-12-30,ONTO,36.36,-18.0,short
2019-12-30,OOMA,13.31,-29.0,short
2019-12-30,OPBK,10.12,-16.0,short
2019-12-30,OPRT,23.33,24.0,buy
2019-12-30,OPY,27.8,-23.0,short
2019-12-30,ORI,22.27,16.0,buy
2019-12-30,ORTX,14.64,22.0,buy
2019-12-30,OSW,16.9,-31.0,short
2019-12-30,OUT,26.69,43.0,buy
2019-12-30,OYST,24.02,25.0,buy
2019-12-30,PAA,18.77,67.0,buy
2019-12-30,PAAS,23.14,27.0,buy
2019-12-30,PAGP,19.17,-31.0,short
2019-12-30,PAM,16.84,121.0,buy
2019-12-30,PANW,232.59,-23.0,short
2019-12-30,PAR,30.91,-37.0,short
2019-12-30,PATI,19.9,-23.0,short
2019-12-30,PAYS,10.0,91.0,buy
2019-12-30,PBCT,16.87,-32.0,short
2019-12-30,PBF,31.0,-21.0,short
2019-12-30,PBH,40.67,-18.0,short
2019-12-30,PBR,16.09,33.0,buy
2019-12-30,PCAR,79.32,18.0,buy
2019-12-30,PCB,17.2,-18.0,short
2019-12-30,PCG,10.25,-34.0,short
2019-12-30,PD,23.26,-19.0,short
2019-12-30,PDCO,20.37,-32.0,short
2019-12-30,PDEX,16.49,-28.0,short
2019-12-30,PDLB,14.57,-27.0,short
2019-12-30,PEG,58.46,17.0,buy
2019-12-30,PEGA,79.3,-17.0,short
2019-12-30,PETQ,25.11,27.0,buy
2019-12-30,PFBC,59.99,16.0,buy
2019-12-30,PFBI,18.1,-16.0,short
2019-12-30,PFG,54.95,-20.0,short
2019-12-30,PFNX,11.52,-17.0,short
2019-12-30,PGNY,28.13,48.0,buy
2019-12-30,PGRE,13.84,92.0,buy
2019-12-30,PGTI,14.79,-19.0,short
2019-12-30,PHAT,34.01,-34.0,short
2019-12-30,PHG,49.23,-18.0,short
2019-12-30,PHI,19.94,35.0,buy
2019-12-30,PHX,11.17,98.0,buy
2019-12-30,PICO,11.14,41.0,buy
2019-12-30,PINC,38.5,24.0,buy
2019-12-30,PINE,18.8,-48.0,short
2019-12-30,PING,24.66,217.0,buy
2019-12-30,PINS,18.5,-38.0,short
2019-12-30,PKBK,24.93,-29.0,short
2019-12-30,PKE,16.23,60.0,buy
2019-12-30,PKX,51.18,17.0,buy
2019-12-30,PLD,88.5,39.0,buy
2019-12-30,PLMR,50.66,-19.0,short
2019-12-30,PLOW,55.46,-15.0,short
2019-12-30,PLSE,13.65,-27.0,short
2019-12-30,PLYM,18.15,17.0,buy
2019-12-30,PNBK,12.7,41.0,buy
2019-12-30,PNR,45.89,22.0,buy
2019-12-30,PNTG,32.15,-35.0,short
2019-12-30,POOL,213.27,20.0,buy
2019-12-30,POR,55.41,20.0,buy
2019-12-30,PPBI,32.79,31.0,buy
2019-12-30,PPC,32.93,21.0,buy
2019-12-30,PPL,35.52,-19.0,short
2019-12-30,PRMW,11.54,-19.0,short
2019-12-30,PRNB,58.57,-29.0,short
2019-12-30,PROS,16.09,16.0,buy
2019-12-30,PRSC,59.33,-18.0,short
2019-12-30,PRSP,27.01,18.0,buy
2019-12-30,PRTA,15.95,31.0,buy
2019-12-30,PRVB,14.33,-25.0,short
2019-12-30,PS,17.12,71.0,buy
2019-12-30,PSTG,17.2,-33.0,short
2019-12-30,PSTL,17.02,-24.0,short
2019-12-30,PTEN,10.47,32.0,buy
2019-12-30,PTLA,24.68,-26.0,short
2019-12-30,PTON,26.83,70.0,buy
2019-12-30,PTVCB,16.02,32.0,buy
2019-12-30,PUMP,11.05,-77.0,short
2019-12-30,PVAC,29.66,39.0,buy
2019-12-30,PVG,11.02,73.0,buy
2019-12-30,PWR,40.73,-17.0,short
2019-12-30,PZZA,64.6,-28.0,short
2019-12-30,QADA,51.22,-19.0,short
2019-12-30,QCOM,88.71,-25.0,short
2019-12-30,QIWI,19.17,-20.0,short
2019-12-30,QTS,53.38,-20.0,short
2019-12-30,RAVN,34.24,17.0,buy
2019-12-30,RBA,43.28,33.0,buy
2019-12-30,RC,15.4,-19.0,short
2019-12-30,RCI,49.48,-17.0,short
2019-12-30,RCM,12.96,67.0,buy
2019-12-30,RCUS,10.72,25.0,buy
2019-12-30,RDFN,21.26,-17.0,short
2019-12-30,RDI,10.8,36.0,buy
2019-12-30,RDUS,20.95,-18.0,short
2019-12-30,RDWR,25.81,17.0,buy
2019-12-30,RDY,40.62,-17.0,short
2019-12-30,REG,62.31,-21.0,short
2019-12-30,RELX,25.28,19.0,buy
2019-12-30,REPH,18.31,-22.0,short
2019-12-30,REPL,15.56,18.0,buy
2019-12-30,RETA,211.44,-34.0,short
2019-12-30,REVG,12.51,-17.0,short
2019-12-30,REZI,11.75,-33.0,short
2019-12-30,RF,17.27,-37.0,short
2019-12-30,RGCO,28.7,-18.0,short
2019-12-30,RH,214.47,-24.0,short
2019-12-30,RLJ,17.85,15.0,buy
2019-12-30,RLMD,39.3,-31.0,short
2019-12-30,RMBS,13.8,-29.0,short
2019-12-30,RNDB,16.95,-15.0,short
2019-12-30,RNST,35.88,17.0,buy
2019-12-30,ROIC,17.49,36.0,buy
2019-12-30,RPAI,13.23,23.0,buy
2019-12-30,RTLR,18.08,72.0,buy
2019-12-30,RUBY,11.53,-18.0,short
2019-12-30,RVLV,18.9,49.0,buy
2019-12-30,RVNC,16.22,30.0,buy
2019-12-30,RWT,16.71,18.0,buy
2019-12-30,RXN,32.77,20.0,buy
2019-12-30,RYI,11.72,-40.0,short
2019-12-30,SA,13.55,26.0,buy
2019-12-30,SAH,30.55,16.0,buy
2019-12-30,SASR,37.94,16.0,buy
2019-12-30,SATS,44.01,20.0,buy
2019-12-30,SAVE,40.62,18.0,buy
2019-12-30,SBFG,19.52,15.0,buy
2019-12-30,SBLK,11.6,-59.0,short
2019-12-30,SC,23.33,31.0,buy
2019-12-30,SCHL,38.71,26.0,buy
2019-12-30,SCM,14.41,-33.0,short
2019-12-30,SCPL,12.53,109.0,buy
2019-12-30,SCS,20.5,19.0,buy
2019-12-30,SCU,21.07,19.0,buy
2019-12-30,SCWX,16.86,78.0,buy
2019-12-30,SE,39.86,41.0,buy
2019-12-30,SEE,39.84,-16.0,short
2019-12-30,SF,62.04,15.0,buy
2019-12-30,SFBS,38.0,15.0,buy
2019-12-30,SFE,11.08,-21.0,short
2019-12-30,SFIX,25.37,16.0,buy
2019-12-30,SFL,14.56,-39.0,short
2019-12-30,SFM,19.48,22.0,buy
2019-12-30,SGC,13.46,-16.0,short
2019-12-30,SGEN,113.69,-31.0,short
2019-12-30,SHG,37.86,-46.0,short
2019-12-30,SHLX,20.24,-21.0,short
2019-12-30,SHO,13.8,36.0,buy
2019-12-30,SHOO,42.78,25.0,buy
2019-12-30,SHSP,11.42,-39.0,short
2019-12-30,SIG,20.98,20.0,buy
2019-12-30,SILC,32.8,-19.0,short
2019-12-30,SINA,37.61,19.0,buy
2019-12-30,SKT,15.07,-30.0,short
2019-12-30,SLCT,12.35,37.0,buy
2019-12-30,SLG,92.49,22.0,buy
2019-12-30,SLGL,20.93,-36.0,short
2019-12-30,SLGN,31.06,50.0,buy
2019-12-30,SLP,32.78,-25.0,short
2019-12-30,SLRC,20.67,17.0,buy
2019-12-30,SM,10.95,25.0,buy
2019-12-30,SMHI,13.91,42.0,buy
2019-12-30,SMTC,52.18,23.0,buy
2019-12-30,SNAP,16.05,55.0,buy
2019-12-30,SNBR,49.84,-18.0,short
2019-12-30,SNDE,21.82,480.0,buy
2019-12-30,SNDR,21.67,39.0,buy
2019-12-30,SNV,39.08,-19.0,short
2019-12-30,SOI,14.34,-21.0,short
2019-12-30,SPCE,11.6,34.0,buy
2019-12-30,SPNE,11.93,-26.0,short
2019-12-30,SPR,72.94,44.0,buy
2019-12-30,SPRO,10.42,16.0,buy
2019-12-30,SPSC,56.25,-16.0,short
2019-12-30,SPTN,14.12,35.0,buy
2019-12-30,SRCL,63.98,-21.0,short
2019-12-30,SRLP,16.64,-18.0,short
2019-12-30,SRRK,13.03,-17.0,short
2019-12-30,SSBI,12.84,19.0,buy
2019-12-30,SSRM,18.72,40.0,buy
2019-12-30,SSTI,24.99,-37.0,short
2019-12-30,SSW,14.27,-53.0,short
2019-12-30,STAA,36.5,-21.0,short
2019-12-30,STAR,14.4,52.0,buy
2019-12-30,STL,21.1,-15.0,short
2019-12-30,STM,26.96,-23.0,short
2019-12-30,STML,10.48,50.0,buy
2019-12-30,STRL,14.39,-22.0,short
2019-12-30,STRT,22.0,-27.0,short
2019-12-30,STSA,18.97,-19.0,short
2019-12-30,STT,80.48,38.0,buy
2019-12-30,STWD,24.97,-24.0,short
2019-12-30,STZ,189.15,23.0,buy
2019-12-30,SUPN,23.8,31.0,buy
2019-12-30,SVMK,17.95,161.0,buy
2019-12-30,SWCH,14.64,104.0,buy
2019-12-30,SWI,18.43,20.0,buy
2019-12-30,SWK,166.4,-16.0,short
2019-12-30,SWTX,38.12,39.0,buy
2019-12-30,SYBT,41.13,20.0,buy
2019-12-30,SYF,36.42,-43.0,short
2019-12-30,SYNA,66.72,-18.0,short
2019-12-30,TA,17.35,18.0,buy
2019-12-30,TBBK,12.86,-22.0,short
2019-12-30,TCDA,38.73,-22.0,short
2019-12-30,TCO,30.36,23.0,buy
2019-12-30,TCP,42.37,-21.0,short
2019-12-30,TCX,61.51,-29.0,short
2019-12-30,TDC,26.61,16.0,buy
2019-12-30,TDOC,83.52,-21.0,short
2019-12-30,TDS,24.98,15.0,buy
2019-12-30,TDW,19.18,42.0,buy
2019-12-30,TECD,143.6,-19.0,short
2019-12-30,TECK,17.48,24.0,buy
2019-12-30,TELA,12.55,311.0,buy
2019-12-30,TEN,12.82,23.0,buy
2019-12-30,TENB,23.52,26.0,buy
2019-12-30,TEO,11.64,21.0,buy
2019-12-30,TERP,15.16,26.0,buy
2019-12-30,TESS,10.45,17.0,buy
2019-12-30,TFSL,19.53,-15.0,short
2019-12-30,TGE,22.11,37.0,buy
2019-12-30,TGH,10.63,52.0,buy
2019-12-30,TGTX,10.87,-42.0,short
2019-12-30,THC,38.25,-17.0,short
2019-12-30,THOR,70.9,21.0,buy
2019-12-30,THS,47.8,-18.0,short
2019-12-30,TILE,16.62,-25.0,short
2019-12-30,TISI,16.0,25.0,buy
2019-12-30,TITN,14.75,15.0,buy
2019-12-30,TKR,56.53,-18.0,short
2019-12-30,TME,11.86,24.0,buy
2019-12-30,TMHC,21.94,-31.0,short
2019-12-30,TMO,326.57,-21.0,short
2019-12-30,TMP,90.58,-22.0,short
2019-12-30,TNC,78.32,-18.0,short
2019-12-30,TPC,12.64,91.0,buy
2019-12-30,TPRE,10.5,-27.0,short
2019-12-30,TPVG,14.2,-38.0,short
2019-12-30,TPZ,17.38,-42.0,short
2019-12-30,TR,34.5,24.0,buy
2019-12-30,TRCB,22.04,-20.0,short
2019-12-30,TRHC,49.73,-25.0,short
2019-12-30,TRI,71.86,16.0,buy
2019-12-30,TRMD,10.0,-20.0,short
2019-12-30,TRMK,34.69,35.0,buy
2019-12-30,TRNS,31.56,-33.0,short
2019-12-30,TRTX,20.41,-19.0,short
2019-12-30,TSE,37.1,37.0,buy
2019-12-30,TSLA,428.79,-43.0,short
2019-12-30,TSU,19.18,-17.0,short
2019-12-30,TTM,12.82,-32.0,short
2019-12-30,TTMI,14.98,-25.0,short
2019-12-30,TTP,13.03,-30.0,short
2019-12-30,TV,11.87,17.0,buy
2019-12-30,TVE,25.59,-81.0,short
2019-12-30,TW,46.69,30.0,buy
2019-12-30,TWIN,10.42,30.0,buy
2019-12-30,TWNK,14.6,-34.0,short
2019-12-30,TWTR,32.49,28.0,buy
2019-12-30,TX,22.25,17.0,buy
2019-12-30,TXG,78.15,68.0,buy
2019-12-30,TYG,18.29,23.0,buy
2019-12-30,TZOO,10.99,-30.0,short
2019-12-30,UA,19.14,20.0,buy
2019-12-30,UBCP,14.71,-34.0,short
2019-12-30,UBFO,10.75,-21.0,short
2019-12-30,UBS,12.61,65.0,buy
2019-12-30,UBSI,38.68,40.0,buy
2019-12-30,UE,18.99,38.0,buy
2019-12-30,UEIC,52.42,-17.0,short
2019-12-30,UFPT,48.96,-32.0,short
2019-12-30,UGI,44.61,-18.0,short
2019-12-30,UIHC,12.34,21.0,buy
2019-12-30,UIS,11.58,-17.0,short
2019-12-30,UMBF,69.06,-19.0,short
2019-12-30,UMPQ,17.67,-23.0,short
2019-12-30,UNM,28.96,-16.0,short
2019-12-30,UNTY,22.49,-20.0,short
2019-12-30,UNVR,24.25,18.0,buy
2019-12-30,UPWK,10.38,-19.0,short
2019-12-30,USAP,14.7,20.0,buy
2019-12-30,USPH,113.98,-23.0,short
2019-12-30,V,189.31,25.0,buy
2019-12-30,VAC,130.56,-23.0,short
2019-12-30,VCTR,21.1,20.0,buy
2019-12-30,VECO,14.86,17.0,buy
2019-12-30,VET,16.44,18.0,buy
2019-12-30,VIACA,44.34,40.0,buy
2019-12-30,VIAV,15.12,47.0,buy
2019-12-30,VICI,25.22,71.0,buy
2019-12-30,VIE,27.08,57.0,buy
2019-12-30,VIPS,14.5,24.0,buy
2019-12-30,VIRT,16.0,77.0,buy
2019-12-30,VLRS,10.57,-46.0,short
2019-12-30,VNE,16.43,-32.0,short
2019-12-30,VNOM,25.2,48.0,buy
2019-12-30,VOYA,60.78,-19.0,short
2019-12-30,VPG,33.83,20.0,buy
2019-12-30,VRCA,15.96,-29.0,short
2019-12-30,VRS,17.68,24.0,buy
2019-12-30,VRTV,19.58,169.0,buy
2019-12-30,VSAT,73.18,-22.0,short
2019-12-30,VVI,68.11,-23.0,short
2019-12-30,WAIR,11.0,-40.0,short
2019-12-30,WAT,233.73,-27.0,short
2019-12-30,WBT,15.85,56.0,buy
2019-12-30,WD,65.36,32.0,buy
2019-12-30,WDR,16.77,-43.0,short
2019-12-30,WELL,80.55,-17.0,short
2019-12-30,WEN,22.14,35.0,buy
2019-12-30,WES,20.24,-21.0,short
2019-12-30,WF,30.61,-42.0,short
2019-12-30,WHD,34.26,17.0,buy
2019-12-30,WHF,13.7,-32.0,short
2019-12-30,WIFI,10.87,-19.0,short
2019-12-30,WILC,11.28,38.0,buy
2019-12-30,WLH,19.98,28.0,buy
2019-12-30,WLK,69.88,-15.0,short
2019-12-30,WMB,23.55,24.0,buy
2019-12-30,WORK,22.16,112.0,buy
2019-12-30,WPM,29.46,54.0,buy
2019-12-30,WPP,70.79,-20.0,short
2019-12-30,WPX,13.53,-29.0,short
2019-12-30,WRE,28.86,28.0,buy
2019-12-30,WSFS,43.96,18.0,buy
2019-12-30,WSR,13.47,20.0,buy
2019-12-30,WSTG,16.15,-46.0,short
2019-12-30,WTFC,71.28,19.0,buy
2019-12-30,WU,27.32,-24.0,short
2019-12-30,WUBA,66.43,-22.0,short
2019-12-30,WW,37.82,-22.0,short
2019-12-30,X,11.18,20.0,buy
2019-12-30,XAN,11.75,29.0,buy
2019-12-30,XBIT,19.18,21.0,buy
2019-12-30,XENT,24.89,-37.0,short
2019-12-30,XFOR,11.16,-36.0,short
2019-12-30,XLNX,98.1,-19.0,short
2019-12-30,XNCR,35.29,21.0,buy
2019-12-30,XOMA,28.5,-40.0,short
2019-12-30,Y,795.99,-48.0,short
2019-12-30,YETI,35.0,38.0,buy
2019-12-30,YEXT,14.61,-23.0,short
2019-12-30,YPF,11.82,58.0,buy
2019-12-30,YUM,101.64,-16.0,short
2019-12-30,ZAYO,34.59,-20.0,short
2019-12-30,ZG,45.9,54.0,buy
2019-12-30,ZTS,133.57,22.0,buy
2019-12-30,ZUO,14.1,-21.0,short
