Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions,2005,12.96,213828000.0,10.78,10.23,1.07,2.49,1.09,3.58,nan,23.87,37.38,0.78,9.87,85840000.0,5.36,nan,78510000.0,nan,1.21,126.0,228380000.0,13.87,297220000.0,nan,nan,11.91,nan,nan,1.04,15690000.0,0.56,4.32,0.56,4.32,4.43,46.28
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials,2004,36.03,2553000000.0,nan,11.06,0.82,0.36,1.41,0.83,11.76,0.41,3.32,2.34,1.31,7020000000.0,102.91,nan,1590000000.0,493120000.0,-0.05,nan,nan,0.01,2940000000.0,133.24,2.27,26.39,257269999.99999997,151700000.0,1.43,68480000.0,nan,nan,nan,nan,nan,0.0
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting,2000,3.14,89454000.0,8.0,5.53,-0.26,0.34,0.32,1.36,7.99,4.23,14.44,3.46,4.04,260029999.99999997,9.49,nan,61740000.0,44370000.0,0.401,nan,16390000.0,0.59,283140000.0,102.66,2.02,9.9,27000000.0,19190000.0,1.54,11200000.0,0.2,6.35,0.2,6.35,3.31,50.0
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,1992,9.25,1206000000.0,nan,4.56,-1.17,0.1,0.57,0.34,5.91,-4.66,2.84,2.8,-22.23,11850000000.0,89.62,nan,4099999999.9999995,678760000.0,-4.18,nan,902050000.0,7.26,3780000000.0,183.25,1.52,16.6,763370000.0,495390000.0,1.59,128240000.00000001,0.68,7.26,0.65,7.1,nan,nan
BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals,2016,127.87,7646000000.0,nan,-10.67,-0.41,31.4,4.79,26.22,-8.43,0.0,-315.68,-24.76,-49.44,243510000.0,4.24,nan,-509490000.0,-757160000.0,-12.83,nan,1610000000.0,26.99,270590000.0,16.67,7.52,26.91,-615190000.0,-523539999.99999994,1.19,59900000.0,nan,nan,nan,nan,nan,0.0
BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products,n/a,15.37,195502000.0,8.54,nan,nan,0.35,1.12,0.51,5.98,4.17,5.29,4.13,13.52,555320000.0,45.62,nan,109770000.0,46930000.0,1.9,nan,43190000.0,3.53,133639999.99999999,75.02,3.12,14.53,3510000.0,-15110000.0,1.79,10080000.0,0.28,1.8,0.28,1.8,1.29,14.66
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,0.6413,43480000.0,nan,-2.87,-0.01,nan,4.21,nan,-1.11,0.0,0.0,-48.88,-33.17,nan,nan,nan,nan,-23370000.0,-0.035,nan,20680000.0,0.3,2430000.0,23.57,2.99,0.15,-17390000.0,-10540000.0,1.01,57470000.0,nan,nan,nan,nan,nan,0.0
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,1.45,68093000.0,nan,-0.91,nan,45.95,1.36,24.99,-0.41,0.0,nan,-54.13,-170.41,1480000.0,0.04,nan,-70470000.0,-90170000.0,-2.323,nan,73480000.0,1.6,42420000.0,83.42,4.74,1.13,-80670000.0,-42210000.0,1.74,33290000.0,nan,nan,nan,nan,nan,0.0
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software,2013,26.21,883203000.0,nan,-135.75,-1.76,3.34,nan,3.74,-39.71,-20.04,-14.32,-8.96,nan,264660000.00000003,8.29,nan,129440000.0,-24910000.0,-1.66,nan,144160000.0,4.43,275310000.0,nan,2.65,-0.32,-7820000.0,4210000.0,1.34,31760000.0,nan,nan,nan,nan,nan,0.0
BNTC,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,2015,0.67,8955000.0,nan,nan,nan,nan,0.61,nan,nan,18.25,0.0,5.75,14.69,nan,nan,nan,4170000.0,nan,-0.82,nan,nan,nan,nan,nan,13.96,1.08,nan,nan,1.91,12850000.0,nan,nan,nan,nan,nan,0.0
BRY,Berry Petroleum Corporation,Energy,Oil & Gas Production,2018,10.4,860550000.0,51.02,6.96,0.45,1.45,0.92,2.09,4.91,17.95,27.11,6.4,11.84,593720000.0,8.66,nan,369780000.0,253360000.0,0.21,nan,1660000.0,0.02,391950000.0,41.74,0.85,11.47,94620000.0,-46370000.0,nan,81340000.0,0.48,4.69,0.33,3.17,nan,80.49
BYSI,"BeyondSpring, Inc.",Health Care,Major Pharmaceuticals,2017,16.18,392527000.0,nan,-11.99,nan,nan,nan,nan,-7.47,0.0,0.0,-199.73,nan,nan,nan,nan,nan,-50650000.0,-2.12,nan,1960000.0,0.09,6440000.0,nan,0.18,-0.64,-36080000.0,-16340000.0,1.39,23180000.0,nan,nan,nan,nan,nan,0.0
BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service,n/a,5.58,1991000000.0,9.7,8.17,0.7,1.04,2.51,1.41,nan,10.5,7.13,2.0,9.89,1910000000.0,5.79,nan,1690000000.0,nan,0.6,5.3,588260000.0,1.73,1250000000.0,138.05,1.23,2.31,-43620000.0,nan,1.37,295010000.0,0.56,9.98,0.64,11.41,6.6,224.95
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores,2002,1.88,40005000.0,nan,10.88,-1.91,0.04,0.22,0.35,16.5,-0.06,0.37,0.41,-0.31,998690000.0,47.56,nan,300850000.0,21400000.0,-0.03,nan,5300000.0,0.25,318780000.0,181.71,1.42,8.31,45990000.0,55100000.0,1.39,21620000.0,0.2,10.7,0.4,21.39,6.57,nan
BILI,Bilibili Inc.,Technology,EDP Services,2018,15.84,5153000000.0,nan,-526.67,nan,nan,5.9,nan,nan,-14.72,0.0,-8.09,-15.72,nan,nan,nan,855440000.0,nan,-0.83,nan,nan,nan,nan,5.26,1.79,2.68,nan,nan,nan,326120000.0,nan,nan,nan,nan,nan,0.0
BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,1997,2.0,20169000.0,nan,nan,nan,0.61,1.97,0.93,13.5,-2.82,-0.36,-0.29,-9.83,32990000.000000004,3.37,nan,8119999.999999999,2280000.0,-0.095,nan,nan,0.05,10650000.0,103.52,0.63,1.0,3560000.0,nan,1.81,8250000.0,nan,nan,nan,nan,nan,0.0
BIOC,"Biocept, Inc.",Health Care,Medical Specialities,2014,1.04,19622000.0,nan,-2.12,-0.03,5.66,1.4,2.4,-0.36,0.0,-687.5,-81.33,-214.3,3470000.0,0.73,nan,-6800000.0,-23000000.0,-5.215,nan,14760000.0,0.78,3480000.0,24.82,2.72,0.74,-22030000.0,-13360000.0,2.04,nan,nan,nan,nan,nan,nan,0.0
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1994,3.26,369549000.0,nan,-3.1,-0.13,16.38,16.42,14.85,-3.55,0.0,-421.18,-39.9,-251.96,22560000.0,0.21,nan,-64709999.99999999,-94280000.0,-1.004,nan,107560000.0,0.98,84060000.0,373.47,1.77,0.2,-99910000.0,-55840000.0,1.83,110310000.0,nan,nan,nan,nan,nan,0.0
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals,n/a,3.66,350893000.0,nan,15.68,-1.01,5.47,10.74,5.2,-30.18,-42.09,-26.19,-11.35,-186.94,64129999.99999999,0.96,nan,34950000.0,-11040000.0,-0.594,nan,41330000.0,0.47,53040000.0,192.72,2.88,0.37,-20240000.0,-9660000.0,-0.11,55890000.0,nan,nan,nan,nan,nan,0.0
BFRA,Biofrontera AG,Health Care,Major Pharmaceuticals,2018,15.88,358382000.0,nan,nan,nan,nan,22.48,nan,nan,-34.87,0.0,-28.34,-45.88,nan,nan,nan,16660000.0,nan,-0.76,nan,nan,nan,nan,156.98,3.84,0.68,nan,nan,0.61,22320000.0,nan,nan,nan,nan,nan,0.0
BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,244.7,46775000000.0,8.99,7.65,1.63,3.32,3.55,3.54,6.51,37.62,50.51,17.68,41.99,14070000000.0,71.43,nan,11640000000.0,7660000000.0,26.83,72.4,2950000000.0,15.51,6370000000.0,49.21,2.46,68.04,nan,nan,1.51,193890000.0,nan,nan,nan,nan,nan,0.0
BHTG,"BioHiTech Global, Inc.",Consumer Services,Other Consumer Services,n/a,2.37,35332000.0,nan,10.77,nan,10.24,nan,24.34,-16.0,0.0,-166.06,-10.1,-216.7,3450000.0,0.24,nan,1720000.0,-5250000.0,-0.818,nan,1370000.0,0.09,38690000.0,403.26,0.58,-0.19,-5260000.0,-5670000.0,2.45,14910000.0,nan,nan,nan,nan,nan,0.0
BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment,n/a,1.21,17461000.0,nan,5.9,nan,4.65,1.89,4.69,-2.76,-172.59,-172.6,-31.9,-59.45,3750000.0,0.29,nan,nan,-6380000.0,-0.605,nan,nan,0.03,nan,6.07,2.15,0.66,-2500000.0,nan,3.25,14080000.0,nan,nan,nan,nan,nan,0.0
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments,n/a,1.59,33644000.0,nan,-6.87,-0.18,0.72,4.83,0.92,-2.62,-46.05,-37.0,-28.96,-134.1,46460000.0,2.24,nan,16890000.0,-16250000.0,-1.031,nan,2960000.0,0.14,11730000.0,168.22,1.91,0.33,-14420000.0,-7160000.0,2.89,21290000.0,nan,nan,nan,nan,nan,0.0
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,19.18,395799000.0,131.72,55.25,nan,18.24,8.39,15.32,72.61,17.01,19.45,8.74,13.46,21700000.0,1.25,nan,13530000.0,4580000.0,0.15,nan,31820000.0,1.69,1660000.0,3.74,14.5,2.37,3100000.0,nan,1.72,18800000.0,nan,nan,nan,nan,nan,0.0
BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals,n/a,3.69,41443000.0,nan,-1.56,0.06,nan,0.84,nan,-0.25,0.0,0.0,-24.82,-48.3,nan,nan,nan,nan,-24030000.0,-2.985,nan,40610000.0,4.21,10690000.0,23.29,5.12,4.76,-22010000.0,-22990000.0,2.63,9820000.0,nan,nan,nan,nan,nan,0.0
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,1999,80.61,14345000000.0,nan,270.33,-2.01,9.45,4.94,9.5,-229.5,-5.9,-10.4,-2.19,-3.12,1520000000.0,8.55,nan,479620000.0,-62880000.0,-0.5,nan,894850000.0,5.0,891930000.0,30.37,3.83,16.4,7850000.0,-46210000.0,1.21,178250000.0,nan,nan,nan,nan,nan,0.0
BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments,n/a,2.97,29195000.0,nan,-8.88,nan,5.65,7.12,5.42,-13.22,-44.05,-44.38,-29.16,-57.21,5170000.0,0.57,nan,1750000.0,-2120000.0,-0.259,nan,nan,0.09,nan,nan,3.89,0.42,-1580000.0,nan,2.54,9670000.0,nan,nan,nan,nan,nan,0.0
BNGO,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2018,2.66,30366000.0,nan,-2.43,nan,2.51,5.18,2.17,-1.24,-186.19,-184.23,-60.48,nan,12080000.0,1.26,nan,3290000.0,-21070000.0,-2.341,nan,20830000.0,1.92,18380000.0,313.04,5.94,0.54,-19710000.0,-14980000.0,nan,10060000.0,nan,nan,nan,nan,nan,0.0
BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,6.5,40716000.0,nan,-89.0,nan,nan,10.21,nan,nan,0.0,0.0,-52.21,nan,nan,nan,nan,nan,nan,-2.3,nan,nan,nan,nan,nan,3.45,0.61,nan,nan,1.49,6540000.0,nan,nan,nan,nan,nan,0.0
BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals,n/a,13.58,38563000.0,nan,nan,nan,nan,1.9,nan,-2.68,0.0,0.0,-33.23,-61.92,nan,nan,nan,nan,-7200000.0,-9.29,nan,19280000.0,6.81,nan,0.56,18.68,7.16,-6470000.0,-3610000.0,3.53,11340000.0,nan,nan,nan,nan,nan,0.0
BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services,n/a,2.87,425602000.0,nan,-23.83,-1.16,0.59,nan,1.39,23.82,-6.81,2.74,2.08,nan,719280000.0,5.62,nan,88220000.0,41870000.0,-0.523,nan,5700000.0,0.04,535799999.99999994,nan,1.48,-1.22,-21520000.0,-18060000.0,0.27,128039999.99999999,nan,nan,nan,nan,nan,0.0
BSGM,"BioSig Technologies, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,7.72,159191000.0,nan,-7.63,nan,nan,15.15,nan,-7.16,0.0,0.0,-195.62,-370.98,nan,nan,nan,nan,-20480000.0,-1.32,nan,10930000.0,0.54,nan,3.61,10.99,0.51,-11390000.0,-4300000.0,0.57,36470000.0,nan,nan,nan,nan,nan,0.0
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals,n/a,60.57,444574000.0,21.88,14.81,0.92,13.08,4.34,10.59,15.02,60.27,69.55,15.37,22.27,34000000.0,4.68,nan,32960000.0,23990000.0,2.79,11.0,84500000.0,11.6,nan,nan,27.11,14.04,24650000.0,20590000.0,0.49,7290000.0,nan,nan,nan,nan,nan,0.0
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,207.25,7915000000.0,66.69,39.81,3.95,11.27,6.89,11.75,40.58,17.27,21.83,5.49,11.01,702600000.0,18.64,nan,434600000.0,203500000.0,3.13,126.2,178790000.0,4.72,529830000.00000006,46.22,4.32,30.31,190510000.0,165650000.0,1.35,37870000.0,1.28,0.61,1.28,0.62,1.1,40.76
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities,2008,45.83,1585000000.0,34.51,22.13,0.94,4.1,4.72,4.44,15.57,12.56,18.09,7.36,16.47,386460000.0,11.72,nan,228260000.0,110260000.0,1.35,95.3,45490000.0,1.35,221740000.0,66.59,1.99,9.85,81220000.0,52690000.0,1.63,32729999.999999996,nan,nan,nan,nan,nan,0.0
BTAI,"BioXcel Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2018,10.89,170757000.0,nan,-3.32,nan,nan,5.28,nan,-5.84,0.0,0.0,-29.87,-52.54,nan,nan,nan,nan,-23040000.0,-1.42,nan,36300000.0,2.32,2089999.9999999998,6.46,5.59,2.07,-18170000.0,-12170000.0,nan,15670000.0,nan,nan,nan,nan,nan,0.0
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,n/a,40.0,863994000.0,18.5,16.47,1.44,0.77,2.65,1.23,10.63,4.34,5.28,4.27,16.39,1130000000.0,53.57,nan,194800000.0,130240000.00000001,2.25,-12.3,25670000.0,1.24,574090000.0,174.35,0.39,15.75,129220000.0,52750000.0,0.73,20730000.0,0.48,1.19,0.47,1.17,nan,20.44
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,2004,83.3,4240000000.0,159.06,35.77,-18.12,4.93,11.3,5.45,38.53,3.02,6.6,2.31,7.31,860250000.0,18.17,nan,466860000.0,121620000.0,0.54,nan,25190000.0,0.53,703640000.0,192.38,0.69,7.63,179620000.0,132490000.00000001,1.41,49190000.0,0.48,0.57,0.48,0.57,0.73,88.89
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software,2016,46.64,2635000000.0,nan,166.72,5.23,10.95,8.3,10.29,-199.42,-12.15,-12.94,-4.04,-9.2,240630000.0,4.43,nan,176910000.0,-12420000.0,-0.55,nan,134760000.0,2.45,17020000.0,5.24,1.35,5.82,17340000.0,29660000.0,0.88,55050000.0,nan,nan,nan,nan,nan,0.0
BKCC,BlackRock Capital Investment Corporation,n/a,n/a,2007,5.94,410939000.0,43.55,8.46,3.11,4.99,0.84,7.17,nan,11.81,75.44,4.83,1.86,82350000.0,1.17,nan,83870000.0,nan,0.14,nan,27110000.0,0.39,208840000.0,42.44,1.99,7.15,199990000.0,30160000.0,0.69,68840000.0,0.72,12.12,0.72,12.12,10.79,600.0
TCPC,BlackRock TCP Capital Corp.,n/a,n/a,2012,14.06,828603000.0,19.47,8.56,0.58,4.28,0.99,8.29,nan,21.88,70.55,5.14,4.96,193820000.0,3.3,nan,190500000.0,nan,0.72,-11.3,26750000.0,0.46,805550000.0,96.67,2.22,14.18,66810000.0,68910000.0,0.54,58770000.0,1.44,10.27,1.44,10.23,9.37,200.0
BLNK,Blink Charging Co.,Consumer Durables,Electrical Products,n/a,2.7,69790000.0,nan,-9.17,nan,26.16,4.77,21.47,-5.86,-281.85,-379.55,-40.71,-87.03,2670000.0,0.11,nan,1160000.0,-9780000.0,-0.275,nan,15590000.0,0.59,nan,3.0,4.11,0.56,-11520000.0,-10870000.0,5.03,26240000.0,nan,nan,nan,nan,nan,0.0
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,2012,17.7,1635000000.0,15.68,10.43,1.58,0.4,6.61,0.98,10.61,2.56,4.58,3.94,60.45,4139999999.9999995,45.06,nan,667410000.0,381840000.0,1.14,-1.7,82770000.0,0.91,2520000000.0,998.33,0.3,2.7,320420000.0,127540000.0,0.25,91710000.0,0.4,2.25,0.37,2.08,nan,32.17
BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services,n/a,29.36,1443000000.0,24.2,11.3,0.7,2.49,2.15,2.7,12.92,11.63,14.66,5.1,10.64,580260000.0,12.15,nan,296840000.0,121090000.0,1.23,37.1,149760000.0,3.1,269180000.0,40.11,2.43,13.85,118330000.0,96730000.0,1.32,48390000.0,nan,nan,nan,nan,nan,0.0
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks,2014,20.06,551233000.0,17.05,10.04,0.75,0.54,nan,0.71,14.68,3.45,3.94,7.87,nan,1010000000.0,38.16,nan,121990000.0,49260000.0,1.23,nan,25600000.0,0.97,217230000.0,nan,0.99,-2.93,54640000.0,1560000.0,0.64,26330000.0,nan,nan,nan,nan,nan,0.0
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,139.84,7951000000.0,nan,-12.11,0.06,155.61,4.47,129.18,-10.81,0.0,nan,-19.47,-36.2,51090000.0,0.96,nan,-394890000.0,-610690000.0,-11.35,nan,1320000000.0,23.98,185770000.0,10.48,9.31,32.18,-458760000.0,-308340000.0,2.8,nan,nan,nan,nan,nan,nan,0.0
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,2011,1.34,54151000.0,nan,-11.08,-3.1,0.12,0.15,-0.14,-1.09,-9.7,6.1,4.86,nan,433910000.0,10.73,nan,41700000.0,55200000.0,-1.622,-13.3,1210000.0,0.03,264930000.0,nan,0.69,8.97,58360000.0,17410000.0,2.62,40710000.0,0.16,12.12,0.28,21.37,12.96,nan
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals,2015,100.0,5004000000.0,nan,-12.38,-0.37,112.97,13.01,104.04,-16.91,0.0,-628.01,-28.76,-58.46,44300000.0,1.01,nan,-199100000.0,-272500000.0,-6.08,nan,415860000.0,8.51,99600000.0,28.94,6.59,7.79,-205630000.0,-122760000.0,1.48,43840000.0,nan,nan,nan,nan,nan,0.0
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials,2013,20.87,1434000000.0,11.71,12.18,0.72,0.39,1.63,0.47,6.96,3.4,4.93,6.88,15.17,3670000000.0,54.68,nan,909220000.0,247550000.0,1.84,32.5,141580000.0,2.13,474400000.0,53.85,2.37,13.24,264570000.0,161190000.0,1.36,66510000.00000001,nan,nan,nan,nan,nan,0.0
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment,2011,15.78,657151000.0,nan,-65.17,-0.12,2.54,7.44,3.01,10.03,-1.21,-1.41,-0.47,-2.25,259140000.0,6.08,nan,85180000.0,77700000.0,-0.08,nan,105900000.0,2.41,188510000.0,199.4,0.95,2.1,99790000.0,-43650000.0,1.33,43990000.0,nan,nan,nan,nan,nan,0.0
BOKF,BOK Financial Corporation,Finance,Major Banks,n/a,79.99,5998000000.0,12.82,11.15,1.56,3.66,1.33,6.78,nan,27.48,37.92,1.23,11.21,1640000000.0,24.03,nan,1590000000.0,nan,6.55,4.8,3780000000.0,52.94,9360000000.0,nan,nan,63.3,-1510000000.0,nan,1.28,71450000.0,2.0,2.58,2.0,2.58,2.36,29.73
BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components,n/a,2.45,11841000.0,nan,nan,nan,1.19,0.77,0.62,12.08,-7.76,-6.22,-1.71,-4.85,9940000.0,2.08,nan,4570000.0,nan,-0.163,nan,8400000.0,1.78,2980000.0,19.42,2.42,3.25,nan,nan,1.97,4710000.0,nan,nan,nan,nan,nan,0.0
BRQS,"Borqs Technologies, Inc. ",Technology,EDP Services,2015,3.0,81702000.0,84.19,nan,nan,0.41,1.65,0.51,12.36,0.42,3.45,3.48,2.81,199540000.0,7.36,nan,27170000.0,8300000.000000001,0.031,nan,1330000.0,0.04,22710000.0,46.05,1.38,1.58,nan,1630000.0,1.9,31310000.0,nan,nan,nan,nan,nan,0.0
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,n/a,11.56,991917000.0,13.11,12.33,1.19,2.66,1.27,4.78,nan,20.69,35.11,0.94,10.01,372850000.0,4.46,nan,386760000.0,nan,0.9,-14.3,120160000.0,1.43,924400000.0,nan,nan,9.3,84880000.0,nan,1.14,83780000.0,0.48,4.12,0.48,4.12,3.03,53.33
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software,1999,42.37,1894000000.0,104.07,30.42,0.48,4.51,4.77,4.46,41.86,4.13,2.25,0.91,5.16,420190000.0,10.51,nan,220970000.0,44770000.0,0.42,nan,88420000.0,2.03,110040000.0,29.4,1.57,9.12,103520000.0,34430000.0,1.06,43500000.0,nan,nan,nan,nan,nan,0.0
BOXL,Boxlight Corporation,Miscellaneous,Industrial Machinery/Components,2017,2.81,29858000.0,nan,-8.29,nan,0.81,6.7,0.84,-4.63,-29.74,-20.63,-24.16,-162.11,36860000.0,3.66,nan,8650000.0,-6660000.0,-1.087,nan,2720000.0,0.26,3670000.0,82.28,0.66,0.42,-1160000.0,2510000.0,nan,9650000.0,nan,nan,nan,nan,nan,0.0
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,3.98,86378000.0,nan,-4.57,nan,nan,265.33,nan,-5.0,0.0,0.0,-98.08,-801.78,nan,nan,nan,nan,-16550000.0,-0.815,nan,6220000.0,0.29,3040000.0,934.05,0.97,0.01,-11100000.0,-6430000.0,0.85,21490000.0,nan,nan,nan,nan,nan,0.0
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks,n/a,27.77,575550000.0,13.21,10.17,nan,3.73,1.23,5.01,nan,28.53,43.25,0.96,9.62,154200000.0,7.9,nan,146550000.0,nan,2.19,58.0,158640000.0,7.89,360060000.0,nan,nan,23.64,nan,nan,1.45,19850000.0,0.92,3.24,0.92,3.24,3.07,45.77
BWB,"Bridgewater Bancshares, Inc.",Finance,Major Banks,2018,11.47,351524000.0,12.85,10.63,0.78,5.59,1.52,7.27,nan,44.53,53.15,1.5,12.99,62850000.0,2.09,nan,60410000.0,nan,0.91,17.9,51700000.0,1.72,163160000.0,nan,nan,7.7,34550000.0,nan,nan,30070000.0,nan,nan,nan,nan,nan,0.0
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods,n/a,35.5,329489000.0,43.32,nan,nan,1.81,4.72,1.8,25.85,4.19,4.73,5.16,11.81,181650000.0,20.01,nan,55200000.0,12640000.0,0.84,-52.1,2800000.0,0.31,9270000.0,13.28,2.61,7.69,7130000.0,-23090000.0,1.03,9080000.0,nan,nan,nan,nan,nan,0.0
BCOV,Brightcove Inc.,Technology,EDP Services,2012,11.4,442727000.0,nan,65.0,25.36,2.68,6.35,2.55,-53.51,-10.13,-7.12,-5.06,-23.84,165480000.0,4.57,nan,98210000.0,-7890000.0,-0.46,nan,28950000.0,0.76,19270000.0,28.43,0.93,1.84,1880000.0,6690000.0,0.41,34980000.0,nan,nan,nan,nan,nan,0.0
BHF,"Brighthouse Financial, Inc.",Finance,Life Insurance,n/a,38.15,4668000000.0,24.0,3.88,0.37,0.6,0.3,1.01,35.79,2.52,2.59,0.06,1.39,7720000000.0,65.1,nan,3460000000.0,218250000.0,1.63,nan,5580000000.0,48.17,8880000000.0,58.97,2.34,129.1,3150000000.0,1010000000.0,nan,119770000.0,nan,nan,nan,nan,nan,0.0
AVGO,Broadcom Inc.,Technology,Semiconductors,2009,301.2,120923000000.0,40.55,12.83,0.88,5.54,5.47,6.97,14.86,15.92,24.69,5.35,12.85,21810000000.0,53.2,nan,13830000000.0,10230000000.0,7.49,-81.4,5330000000.0,13.38,37550000000.0,169.35,1.26,55.57,9680000000.0,10670000000.0,0.81,395850000.0,10.6,3.52,9.7,3.22,1.71,106.67
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software,1996,1.33,6121000.0,nan,nan,nan,1.36,2.89,0.74,-0.56,-108.64,-131.35,-41.51,-104.5,4520000.0,0.9,nan,3090000.0,-5920000.0,-0.981,nan,5670000.0,1.12,nan,1.82,2.44,0.42,-5620000.0,-3160000.0,1.76,5060000.0,nan,nan,nan,nan,nan,0.0
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications,n/a,2.14,35210000.0,nan,36.83,-0.46,0.26,0.83,0.57,112.57,-14.85,-5.77,-4.04,-38.75,137070000.0,8.79,nan,3700000.0,nan,-1.304,nan,nan,0.0,44750000.0,104.66,0.84,2.67,-6090000.0,-3110000.0,1.64,15300000.0,nan,nan,nan,nan,nan,0.0
BPY,Brookfield Property Partners L.P.,Finance,Real Estate,n/a,18.94,7921000000.0,10.11,nan,nan,0.91,0.65,10.91,19.94,8.28,51.02,2.84,8.26,8680000000.0,20.63,nan,5170000000.0,4740000000.0,1.89,-24.0,2540000000.0,6.14,56740000000.0,126.78,0.41,29.36,2460000000.0,706000000.0,1.04,427940000.0,1.32,6.98,1.27,6.74,5.28,67.11
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions,n/a,14.78,1200000000.0,13.94,12.23,2.13,4.42,1.33,7.2,nan,32.04,45.22,1.21,10.1,271230000.0,3.39,nan,267970000.00000003,nan,1.08,20.6,148160000.0,1.86,923170000.0,nan,nan,11.31,109640000.0,nan,0.88,79770000.0,0.44,2.98,0.41,2.74,2.82,37.96
