Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals,2014,7.87,422196000.0,nan,-1.67,-0.01,5.86,6.65,6.1,-2.06,0.0,-296.92,-28.61,-248.48,72060000.0,1.58,nan,3990000.0,-213350000.0,-4.86,nan,325170000.0,5.98,328720000.0,501.43,8.42,1.21,-266010000.0,-302720000.0,1.72,42330000.0,nan,nan,nan,nan,nan,0.0
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,n/a,0.7,9400000.0,nan,nan,nan,0.03,0.39,0.57,16.34,-3.85,-0.52,-0.57,-43.66,374740000.0,26.99,nan,198150000.0,13050000.0,-1.04,-39.3,1190000.0,0.08,204710000.0,824.93,0.85,1.73,-3950000.0,-3090000.0,1.15,14340000.0,nan,nan,0.2,29.2,nan,0.0
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,1.84,83359000.0,nan,nan,-11.27,0.18,1.43,0.82,14.94,-2.59,-0.13,-0.11,-18.95,474440000.0,9.57,nan,211290000.0,25900000.0,-0.249,nan,5490000.0,0.11,303000000.0,485.42,0.91,1.25,9870000.0,-1030000.0,1.34,49880000.0,nan,nan,nan,nan,nan,0.0
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products,1995,2.65,43449000.0,9.85,nan,nan,0.65,0.5,0.05,1.32,6.42,0.96,0.4,5.17,66580000.0,4.19,nan,10270000.0,2750000.0,0.269,-39.9,39190000.0,2.46,nan,nan,4.5,5.29,2170000.0,nan,0.13,15920000.0,0.13,4.91,0.13,4.91,6.6,37.04
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,2005,172.39,15933000000.0,nan,122.58,1.35,13.04,22.74,12.58,-126.51,-13.96,-13.05,-6.48,-29.14,1220000000.0,13.62,nan,663900000.0,-121500000.0,-1.9,nan,1380000000.0,15.11,1100000000.0,159.92,6.05,7.55,166800000.0,-143400000.0,0.96,91050000.0,nan,nan,nan,nan,nan,0.0
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,2012,97.5,15675000000.0,16.49,9.32,0.42,5.22,1.15,7.2,9.34,27.41,41.58,4.86,8.06,3000000000.0,21.79,nan,1730000000.0,2310000000.0,5.95,59.4,326000000.0,2.0,4500000000.0,29.09,0.82,85.42,1840000000.0,-2120000000.0,1.24,164670000.0,0.75,0.78,0.62,0.63,nan,8.84
DCIX,Diana Containerships Inc.,Transportation,Marine Transportation,n/a,0.9133,32963000.0,nan,nan,nan,1.55,0.29,0.77,10.05,-39.38,-12.6,-1.32,-8.03,21320000.0,1.27,nan,8850000.0,1630000.0,-0.502,nan,16739999.999999998,0.46,nan,nan,nan,3.11,nan,nan,0.95,36280000.0,nan,nan,108.04,nan,nan,0.0
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,14.03,960379000.0,nan,-11.88,nan,80.87,5.93,51.17,-6.89,0.0,-750.62,-24.7,-77.98,11880000.0,0.19,nan,-39530000.0,-88220000.0,-1.38,nan,345290000.0,5.05,2680000.0,1.67,3.65,2.34,96800000.0,32330000.0,1.95,68320000.0,nan,nan,nan,nan,nan,0.0
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,n/a,1.96,9950000.0,nan,-1.32,nan,nan,0.57,nan,-0.1,0.0,0.0,-28.49,-80.66,nan,nan,nan,nan,-11030000.0,-4.973,nan,8369999.999999999,1.78,nan,1.8,9.02,3.45,-10210000.0,-6030000.0,0.83,3380000.0,nan,nan,nan,nan,nan,0.0
DGII,Digi International Inc.,Technology,Computer Communications Equipment,1989,12.97,349851000.0,34.35,25.56,2.24,1.37,1.04,1.07,10.42,4.18,5.18,2.22,3.2,255830000.0,9.24,nan,111750000.0,26230000.0,0.37,-43.3,86350000.0,3.07,nan,nan,5.08,12.27,28590000.0,23680000.0,1.93,28060000.0,nan,nan,nan,nan,nan,0.0
DMRC,Digimarc Corporation,Technology,EDP Services,n/a,38.74,480071000.0,nan,-17.27,-0.68,21.84,7.55,19.31,-13.45,-149.0,-153.28,-28.93,-49.58,21980000.0,1.91,nan,11480000.0,-31550000.0,-2.85,nan,49960000.0,4.2,3440000.0,5.51,10.27,5.24,-22400000.0,-12760000.0,0.37,11850000.0,nan,nan,0.0,0.0,nan,0.0
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2004,4.5144,9170000.0,nan,nan,nan,0.09,0.39,0.3,6.97,-5.81,-3.42,-3.74,-19.8,101340000.0,49.99,nan,18270000.0,4340000.0,-2.903,nan,nan,0.43,21910000.0,94.39,1.42,11.36,2390000.0,3500000.0,2.39,20310000.0,nan,nan,0.55,12.22,8.47,nan
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a,1.33,14367000.0,nan,-0.95,-0.11,1.39,nan,1.96,-1.54,-131.22,-131.97,-73.38,nan,10350000.0,1.03,nan,3960000.0,-13230000.0,-1.351,nan,nan,0.03,6600000.0,nan,1.91,-0.19,-6220000.0,-6600000.0,0.76,11430000.0,nan,nan,nan,nan,nan,0.0
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies,n/a,7.61,614080000.0,nan,38.05,2.09,5.48,16.91,5.52,72.35,-7.42,6.92,5.66,-22.73,112010000.0,1.42,nan,35560000.0,8550000.0,-0.11,nan,16219999.999999998,0.19,2830000.0,7.59,1.1,0.45,9700000.0,3710000.0,2.0,83010000.0,nan,nan,nan,nan,nan,0.0
DCOM,"Dime Community Bancshares, Inc.",Finance,Savings Institutions,n/a,19.96,705190000.0,14.81,13.05,11.23,4.63,1.17,12.29,nan,31.99,43.05,0.77,7.96,152420000.0,4.21,nan,153600000.0,nan,1.34,5.8,173680000.0,4.83,1330000000.0,nan,nan,16.96,62620000.0,nan,1.13,35960000.0,0.56,2.82,0.56,2.82,3.11,41.79
DIOD,Diodes Incorporated,Technology,Semiconductors,n/a,36.96,1830000000.0,14.63,12.39,0.83,1.45,1.85,1.51,6.59,10.19,14.38,7.42,13.14,1260000000.0,25.02,nan,434880000.0,288880000.0,2.5,44.7,242600000.0,4.76,234670000.0,22.33,2.75,19.78,207670000.0,100480000.0,1.22,50610000.0,nan,nan,nan,nan,nan,0.0
DISCA,"Discovery, Inc.",Consumer Services,Television Services,n/a,27.84,13877000000.0,13.39,7.04,0.39,1.26,2.02,3.4,7.4,15.62,32.57,6.65,16.95,10990000000.0,17.16,nan,7050000000.0,5060000000.0,2.06,338.4,1330000000.0,1.89,17270000000.0,148.01,1.27,13.65,3080000000.0,5830000000.0,1.32,157850000.0,nan,nan,nan,nan,nan,0.0
DISCB,"Discovery, Inc.",Consumer Services,Television Services,n/a,33.59,14011000000.0,16.47,nan,nan,1.27,2.49,3.8,8.27,15.62,32.57,6.65,16.95,10990000000.0,17.16,nan,7050000000.0,5060000000.0,2.06,338.4,1330000000.0,1.89,17270000000.0,148.01,1.27,13.65,3080000000.0,5830000000.0,0.83,6510000.0,nan,nan,nan,nan,nan,0.0
DISCK,"Discovery, Inc.",Consumer Services,Television Services,n/a,25.6,13900000000.0,12.62,6.85,0.62,1.26,1.91,3.3,7.18,15.62,32.57,6.65,16.95,10990000000.0,17.16,nan,7050000000.0,5060000000.0,2.06,338.4,1330000000.0,1.89,17270000000.0,148.01,1.27,13.65,3080000000.0,5830000000.0,1.32,360550000.0,nan,nan,nan,nan,nan,0.0
DISH,DISH Network Corporation,Consumer Services,Television Services,1995,34.03,15636000000.0,12.34,17.12,-0.58,1.19,1.69,2.24,11.34,10.88,14.75,3.9,16.74,13100000000.0,27.98,nan,4300000000.0,2590000000.0,2.72,-27.7,2730000000.0,5.81,15840000000.0,161.09,0.63,19.86,2540000000.0,453770000.0,1.44,230730000.0,nan,nan,nan,nan,nan,0.0
DVCR,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,n/a,1.6,11421000.0,nan,nan,nan,0.02,nan,0.84,32.67,-6.34,0.58,0.59,nan,550820000.0,85.73,nan,112780000.0,14190000.0,-5.436,nan,2990000.0,0.45,456570000.0,nan,0.88,-4.35,-1120000.0,1080000.0,1.32,6680000.0,0.22,14.67,0.05,2.74,2.76,nan
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,Restaurants,n/a,0.51,16965000.0,nan,6.38,-0.54,0.11,nan,1.04,11.06,-2.82,2.72,2.22,nan,156050000.0,4.93,nan,23170000.0,14720000.0,-0.139,nan,3340000.0,0.1,149830000.0,nan,0.05,-0.65,9850000.0,8780000.0,0.44,33210000.0,nan,nan,nan,nan,nan,0.0
DLHC,DLH Holdings Corp.,Technology,Professional Services,n/a,4.19,49710000.0,9.83,6.56,0.32,0.36,1.13,0.77,8.01,3.98,7.77,6.7,13.57,138700000.0,11.57,nan,30200000.0,13410000.0,0.42,-50.2,6000000.0,0.5,63630000.0,145.26,1.16,3.64,17240000.0,8369999.999999999,1.15,12040000.0,nan,nan,nan,nan,nan,0.0
BOOM,DMC Global Inc.,Capital Goods,Industrial Specialties,n/a,43.22,610574000.0,12.37,10.34,0.59,1.57,3.89,1.72,7.75,13.51,19.71,19.34,37.87,389290000.0,26.67,nan,110690000.0,86240000.0,3.51,170.6,14880000.0,1.02,47390000.0,28.99,2.25,11.16,52520000.0,2110000.0,0.55,14990000.0,0.08,0.18,0.08,0.18,0.79,2.27
DNBF,DNB Financial Corp,Finance,Major Banks,n/a,41.41,177343000.0,15.9,14.34,nan,4.21,1.51,4.43,nan,26.58,34.1,0.98,10.02,42120000.0,9.75,nan,40840000.0,nan,2.59,26.3,46400000.0,10.7,54680000.0,nan,nan,27.28,14360000.0,nan,1.18,4330000.0,0.28,0.68,0.28,0.68,0.94,10.81
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software,2018,45.91,7943000000.0,nan,122.87,3.8,10.46,13.56,10.51,-49.11,-26.54,-26.49,-10.68,-49.64,759120000.0,4.49,nan,510610000.0,-162500000.0,-1.19,nan,752120000.0,4.33,617080000.0,103.25,1.76,3.44,106750000.0,235280000.0,nan,169900000.0,nan,nan,nan,nan,nan,0.0
DLTR,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,1995,98.25,24598000000.0,nan,16.95,2.79,1.06,4.1,1.45,14.9,-6.77,7.02,5.74,-23.34,23290000000.0,97.89,nan,8359999999.999999,2260000000.0,-6.63,-34.2,623400000.0,2.63,10250000000.0,174.76,1.06,24.77,1840000000.0,808520000.0,0.66,237580000.0,nan,nan,nan,nan,nan,0.0
DLPN,"Dolphin Entertainment, Inc.",Consumer Services,Other Consumer Services,n/a,1.0,14593000.0,nan,12.81,nan,0.6,1.74,1.17,-14.94,-19.4,-16.93,-7.49,-68.0,24150000.0,1.55,nan,20570000.0,-1900000.0,-0.375,nan,2560000.0,0.18,16219999.999999998,191.09,0.28,0.59,-1890000.0,nan,2.61,14390000.0,nan,nan,nan,nan,nan,0.0
DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software,2018,24.99,638913000.0,nan,-9.1,nan,4.22,31.51,4.12,-4.81,-95.39,-88.71,-39.88,nan,151320000.0,6.67,nan,92910000.0,-129669999.99999999,-6.36,nan,154000000.0,5.63,98160000.0,455.59,1.66,0.79,-121160000.0,-66390000.0,nan,24050000.0,nan,nan,nan,nan,nan,0.0
DGICA,"Donegal Group, Inc.",Finance,Property-Casualty Insurers,n/a,14.39,402740000.0,29.33,13.12,1.64,0.5,0.94,0.49,17.28,1.75,2.02,0.55,3.27,800210000.0,28.17,nan,-44220000.0,22680000.0,0.49,nan,60400000.0,2.11,40000000.0,9.14,0.64,15.34,48830000.0,22640000.0,0.47,22910000.0,0.58,4.02,0.5,3.48,3.62,130.11
DORM,"Dorman Products, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,70.52,2293000000.0,20.64,16.19,1.41,2.28,3.09,2.3,12.19,11.28,15.95,10.95,15.94,1010000000.0,30.66,nan,375280000.0,190020000.0,3.44,-37.4,38420000.0,1.18,38050000.0,5.07,3.38,23.02,69060000.0,11880000.0,0.62,32939999.999999996,nan,nan,nan,nan,nan,0.0
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,15.58,416359000.0,nan,-9.43,nan,31.33,8.48,28.39,-5.25,0.0,-541.38,-39.36,-90.08,13290000.0,0.47,nan,9180000.0,-71880000.0,-2.56,nan,76780000.0,2.67,22250000.0,43.78,5.64,1.77,-57880000.0,-31980000.0,2.56,28230000.0,nan,nan,nan,nan,nan,0.0
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software,2018,18.07,7296000000.0,nan,31.4,2.88,4.79,10.14,4.79,67.8,-2.91,-4.94,-2.37,-6.52,1520000000.0,3.72,nan,997000000.0,107600000.0,-0.11,nan,972800000.0,2.35,868200000.0,118.9,1.18,1.77,443700000.0,353500000.0,nan,227150000.0,nan,nan,nan,nan,nan,0.0
DCAR,"DropCar, Inc.",Consumer Services,Telecommunications Equipment,n/a,0.84,3359000.0,nan,nan,nan,0.69,1.3,-0.05,0.03,-271.8,-183.22,-56.54,-152.48,4860000.0,2.12,nan,-1790000.0,-8840000.0,-6.239,nan,3450000.0,0.85,960.0,0.04,1.8,0.61,-5060000.0,-1070000.0,3.42,nan,nan,nan,nan,nan,nan,0.0
DSPG,"DSP Group, Inc.",Technology,Semiconductors,1994,13.85,316316000.0,nan,40.71,6.85,2.73,2.14,2.47,-95.52,-1.3,-4.74,-1.82,-1.03,115990000.0,5.16,nan,57450000.0,-3000000.0,-0.07,nan,43420000.0,1.89,12450000.0,8.43,3.19,6.48,6090000.0,nan,0.8,22710000.0,nan,nan,nan,nan,nan,0.0
DLTH,Duluth Holdings Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,2015,9.06,312240000.0,18.16,10.81,0.52,0.54,1.99,0.87,11.9,2.8,4.77,5.19,11.2,582140000.0,18.11,nan,310400000.0,42520000.0,0.51,nan,nan,0.03,206890000.0,137.17,2.01,4.62,28970000.0,-31420000.0,0.13,29290000.0,nan,nan,nan,nan,nan,0.0
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,Restaurants,2011,83.36,6778000000.0,29.85,25.29,3.6,5.03,nan,7.29,21.31,17.15,30.96,7.38,nan,1350000000.0,16.3,nan,688080000.0,460810000.0,2.76,-1.4,474260000.0,5.73,3480000000.0,nan,1.6,-7.94,254290000.0,218570000.0,0.87,82650000.0,1.5,1.79,1.45,1.73,2.13,52.36
DRRX,DURECT Corporation,Health Care,Major Pharmaceuticals,2000,1.59,318624000.0,nan,-12.77,-0.57,16.11,13.95,15.6,-13.73,-123.22,-114.57,-24.13,-95.27,19780000.0,0.12,nan,-11200000.0,-22470000.0,-0.151,nan,37940000.0,0.2,27970000.0,122.16,4.26,0.12,-18790000.0,-11340000.0,2.01,162360000.0,nan,nan,nan,nan,nan,0.0
DXPE,"DXP Enterprises, Inc.",Capital Goods,Industrial Machinery/Components,n/a,31.97,557686000.0,14.84,12.39,0.66,0.44,1.74,0.68,8.55,3.19,5.93,6.44,13.0,1260000000.0,71.9,nan,332210000.0,100140000.0,2.19,16.4,25430000.0,1.44,308700000.0,93.49,2.56,18.69,39360000.0,19380000.0,2.44,17610000.0,nan,nan,nan,nan,nan,0.0
DYSL,Dynasil Corporation of America,Capital Goods,Industrial Machinery/Components,n/a,0.84,18323000.0,35.86,nan,nan,0.42,0.87,0.45,14.9,1.38,-0.2,-0.18,2.46,43350000.0,2.49,nan,15240000.0,1300000.0,0.029,nan,nan,0.03,4250000.0,19.14,1.77,1.19,nan,-2000000.0,0.64,17620000.0,nan,nan,nan,nan,nan,0.0
DYNT,Dynatronics Corporation,Health Care,Medical/Dental Instruments,n/a,1.4399,10607000.0,nan,-8.47,nan,0.17,1.15,0.47,29.76,-1.92,-0.92,-0.89,-5.73,63960000.0,7.84,nan,20420000.0,1020000.0,-0.245,nan,nan,0.05,8410000.0,40.28,1.43,1.11,2210000.0,4050000.0,0.0,8420000.0,nan,nan,nan,nan,nan,0.0
DVAX,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,2004,4.22,261430999.99999997,nan,-4.76,nan,12.54,25.4,16.41,-2.65,0.0,-694.89,-34.12,-229.57,20850000.0,0.33,nan,-77690000.0,-129030000.0,-2.563,nan,140490000.0,2.16,212940000.0,nan,4.3,0.16,-143760000.0,-98450000.0,0.63,65069999.99999999,nan,nan,nan,nan,nan,0.0
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions,n/a,40.65,9725000000.0,10.27,9.42,1.52,3.28,1.61,3.97,nan,35.93,48.46,1.69,15.45,2960000000.0,11.83,nan,2720000000.0,nan,4.07,-12.4,1910000000.0,8.01,3050000000.0,44.38,1.17,25.97,1440000000.0,nan,1.06,245140000.0,0.56,1.35,0.42,1.01,nan,10.34
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,n/a,12.4,999590000.0,30.75,6.91,-119.5,0.77,1.09,1.93,11.51,2.61,11.3,3.58,5.34,1300000000.0,16.06,nan,455590000.0,218140000.0,0.4,nan,56510000.0,0.7,1600000000.0,174.55,3.3,11.33,127510000.0,-153700000.0,2.0,68850000.0,0.2,1.67,0.2,1.61,nan,34.48
EBMT,"Eagle Bancorp Montana, Inc.",Finance,Major Banks,n/a,16.44,105924000.0,13.08,9.05,1.02,2.13,0.91,4.5,nan,15.08,26.82,0.82,7.24,49770000.0,8.37,nan,42090000.0,nan,1.26,143.6,14750000.0,2.3,133500000.0,nan,nan,18.05,4019999.9999999995,nan,0.6,nan,0.38,2.34,0.37,2.29,2.18,29.6
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks,n/a,40.61,1390000000.0,9.37,9.24,1.19,4.12,1.19,5.08,nan,44.49,63.1,1.82,13.61,337730000.0,9.81,nan,330920000.0,nan,4.35,-0.1,197060000.0,5.7,506370000.0,nan,nan,34.3,160180000.0,nan,0.98,nan,0.88,2.18,0.22,0.55,nan,5.06
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,56.19,759585000.0,19.45,12.7,14.54,3.55,4.47,3.3,11.77,19.79,26.21,13.08,23.63,213880000.0,14.99,nan,151400000.0,59990000.0,2.9,152.9,108130000.0,7.91,43450000.0,25.19,3.59,12.62,90370000.0,85430000.0,1.79,13930000.0,nan,nan,nan,nan,nan,0.0
EWBC,"East West Bancorp, Inc.",Finance,Major Banks,n/a,39.89,5771000000.0,9.14,8.31,1.05,3.93,1.26,1.97,nan,44.89,57.47,1.63,14.89,1470000000.0,10.11,nan,1410000000.0,nan,4.5,-12.7,4280000000.0000005,29.42,1180000000.0,nan,nan,32.53,738310000.0,nan,1.72,145550000.0,1.1,2.72,0.96,2.39,1.76,21.44
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a,5.1,47093000.0,nan,-17.02,nan,4.37,3.11,5.2,-5.62,-108.77,-100.12,-33.89,-114.87,10770000.0,1.33,nan,2310000.0,-9960000.0,-1.45,nan,nan,0.08,8310000.000000001,53.49,4.67,1.69,-13280000.0,-11440000.0,0.51,5200000.0,nan,nan,nan,nan,nan,0.0
EBAY,eBay Inc.,Miscellaneous,Business Services,1998,40.51,33402000000.0,15.56,12.99,1.12,3.08,8.26,3.62,12.52,22.12,22.57,6.78,42.78,10860000000.0,11.81,nan,8359999999.999999,3140000000.0,2.59,-37.4,4480000000.0,5.34,10000000000.0,243.5,1.31,4.88,3080000000.0,2100000000.0,1.21,871530000.0,0.56,1.4,0.28,0.69,nan,10.94
EBIX,"Ebix, Inc.",Technology,EDP Services,n/a,35.62,1054000000.0,11.92,6.86,0.86,1.91,2.02,3.31,10.68,16.72,28.55,6.61,16.02,552170000.0,17.86,nan,329410000.0,170960000.0,2.97,-1.1,107070000.0,3.51,801010000.0,136.33,1.36,17.55,88220000.0,18200000.0,1.78,30650000.0,0.3,0.85,0.3,0.85,0.72,10.07
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing,2009,19.82,526798000.0,22.17,12.37,2.37,0.23,1.41,0.31,9.8,1.07,2.19,3.55,6.6,2320000000.0,84.82,nan,420360000.0,73790000.0,0.9,-34.0,16020000.0,0.59,192260000.0,51.17,1.33,14.23,110770000.0,67640000.0,1.77,27900000.0,nan,nan,nan,nan,nan,0.0
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,n/a,41.91,3985000000.0,nan,27.8,7.67,1.87,0.97,2.03,5.5,-4.11,9.28,1.48,-2.01,2130000000.0,22.16,nan,1310000000.0,787710000.0,-0.91,nan,2500000000.0,25.68,2710000000.0,63.8,6.1,43.44,761760000.0,104930000.0,0.85,48030000.0,nan,nan,nan,nan,nan,0.0
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,Oilfield Services/Equipment,n/a,0.0128,nan,nan,nan,nan,0.01,nan,0.11,-0.2,-215.84,-90.21,-34.05,-194.84,40710000.0,2.17,nan,-10870000.0,-22520000.0,-4.692,nan,3790000.0,0.2,7920000.0,nan,0.84,-0.18,-13590000.0,39250000.0,1.97,74580000.0,nan,nan,nan,nan,nan,0.0
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2016,25.18,1191000000.0,nan,nan,nan,47.58,6.28,36.52,-8.59,0.0,-437.05,-18.26,-48.69,25040000.0,0.52,nan,-58720000.0,-106380000.0,-2.14,nan,317930000.0,6.5,17430000.0,9.03,4.45,3.95,-61320000.0,nan,2.38,45360000.0,nan,nan,nan,nan,nan,0.0
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software,1999,6.56,216175000.0,62.98,47.87,1.79,3.28,10.07,2.83,35.94,5.25,5.89,4.61,56.24,66000000.0,2.37,nan,38970000.0,5190000.0,0.11,nan,31080000.0,1.02,nan,0.04,1.3,0.71,6270000.0,3740000.0,0.68,30320000.0,nan,nan,nan,nan,nan,0.0
EHTH,"eHealth, Inc.",Finance,Specialty Insurers,2006,92.71,1964000000.0,300.76,34.43,1.1,6.33,4.28,5.88,45.81,1.99,11.28,4.58,1.71,310210000.0,14.73,nan,250170000.0,39810000.0,0.28,nan,115880000.0,5.08,39280000.0,8.86,3.83,19.45,-12440000.0,17800000.0,1.11,23420000.0,nan,nan,nan,nan,nan,0.0
EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2018,40.85,1647000000.0,nan,-17.49,-0.93,nan,11.69,nan,-28.81,0.0,0.0,-19.25,-30.28,nan,nan,nan,nan,-49010000.0,-1.27,nan,131400000.0,3.56,1060000.0,0.8,20.89,3.58,-44480000.0,-27950000.0,nan,36830000.0,nan,nan,nan,nan,nan,0.0
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,10.81,257625999.99999997,nan,-5.77,nan,nan,3.03,nan,-2.59,0.0,0.0,-40.22,-99.54,nan,nan,nan,nan,-66959999.99999999,-3.65,nan,125330000.0,5.13,31980000.0,36.31,9.64,3.6,-60260000.0,-32600000.0,0.4,19260000.0,nan,nan,nan,nan,nan,0.0
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components,n/a,0.6929,54977000.0,nan,-2.19,nan,4.32,9.14,3.24,-2.25,-162.94,-152.96,-49.86,-318.22,12720000.0,0.2,nan,4310000.0,-18340000.0,-0.319,nan,13260000.0,0.18,5230000.0,96.85,2.37,0.07,-19070000.0,-10530000.0,2.33,60830000.0,nan,nan,nan,nan,nan,0.0
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants,2014,10.31,365838000.0,nan,13.8,0.95,0.83,1.47,1.51,11.14,-0.36,9.48,4.82,-0.58,441160000.0,11.46,nan,96450000.0,59930000.0,-0.04,178.8,11280000.0,0.31,302470000.0,115.08,0.37,6.97,32670000.0,28360000.0,0.57,38430000.0,nan,nan,nan,nan,nan,0.0
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical,n/a,154.85,6743000000.0,39.39,nan,nan,1.66,3.24,1.84,16.22,4.18,8.16,3.5,8.71,4059999999.9999995,94.29,nan,1040000000.0,459770000.0,3.94,-41.5,202640000.0,4.61,828530000.0,38.97,1.15,47.88,101330000.0,246990000.0,0.96,44160000.0,1.76,1.14,1.76,1.14,1.55,44.78
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts,n/a,38.87,2948000000.0,31.8,15.85,0.67,1.21,2.75,2.9,11.45,3.9,16.77,5.27,9.1,2430000000.0,31.35,nan,1000000000.0,616120000.0,1.21,-48.5,205820000.0,2.65,4280000000.0000005,393.89,1.83,14.0,302630000.0,79450000.0,1.85,77470000.0,nan,nan,nan,nan,nan,0.0
ECOR,"electroCore, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2018,1.89,51385000.0,nan,-1.65,nan,33.13,1.37,11.66,-0.33,0.0,nan,-45.6,-80.92,1550000.0,0.05,nan,nan,-54870000.0,-1.86,nan,41130000.0,1.39,2060000.0,4.94,6.63,1.39,-53860000.0,-33259999.999999996,nan,29630000.0,nan,nan,nan,nan,nan,0.0
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,n/a,93.53,27421000000.0,13.25,18.51,3.25,5.46,4.28,4.71,18.66,42.75,22.42,7.82,36.56,5020000000.0,16.7,nan,3630000000.0,1270000000.0,7.07,385.0,5190000000.0,17.6,1240000000.0,19.04,3.52,21.91,1580000000.0,1150000000.0,1.17,296360000.0,nan,nan,nan,nan,nan,0.0
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,6.24,246428000.0,nan,-4.13,nan,nan,4.48,nan,-3.62,0.0,0.0,-45.15,-89.55,nan,nan,nan,nan,-51540000.0,-1.45,nan,76300000.0,1.91,15530000.0,28.11,7.07,1.38,-35970000.0,-17040000.0,2.54,36030000.0,nan,nan,nan,nan,nan,0.0
EMKR,EMCORE Corporation,Technology,Semiconductors,1997,2.826,78746000.0,nan,-16.76,-0.42,0.89,0.9,0.7,-4.02,-30.49,-24.82,-10.42,-26.62,88210000.0,3.19,nan,18490000.0,-15300000.0,-0.972,nan,20500000.0,0.71,nan,nan,2.57,3.15,-11480000.0,-20680000.0,0.49,27860000.0,nan,nan,nan,nan,nan,0.0
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting,1994,4.86,65157000.0,40.91,nan,nan,0.57,0.88,1.74,13.91,1.35,9.74,2.74,4.28,113900000.0,8.98,nan,23100000.0,14250000.0,0.121,-92.9,2760000.0,0.21,108170000.0,105.94,0.84,5.66,6820000.0,5400000.0,1.29,11860000.0,nan,nan,nan,nan,nan,0.0
