Ticker,Name,Sector,Industry,IPO_Year,Price
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,197.11
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities,2008,73.3
BTAI,"BioXcel Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2018,8.82
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,n/a,48.31
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,2004,78.89
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software,2016,51.96
BKCC,BlackRock Capital Investment Corporation,n/a,n/a,2007,6.19
TCPC,BlackRock TCP Capital Corp.,n/a,n/a,2012,14.31
BLNK,Blink Charging Co.,Consumer Durables,Electrical Products,n/a,3.48
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,2012,20.73
BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services,n/a,27.53
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks,2014,19.02
BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks,2014,24.63
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,157.74
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,2011,1.21
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals,2015,88
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials,2013,19.13
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment,2011,21.06
BOKF,BOK Financial Corporation,Finance,Major Banks,n/a,90.67
BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components,n/a,2.98
BRQS,"Borqs Technologies, Inc. ",Technology,EDP Services,2015,3.7
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,n/a,11.89
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software,1999,51.16
BOXL,Boxlight Corporation,Miscellaneous,Industrial Machinery/Components,2017,2.79
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,3.9
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks,n/a,33.12
BWB,"Bridgewater Bancshares, Inc.",Finance,Major Banks,2018,11.1
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods,n/a,24.4
BCOV,Brightcove Inc.,Technology,EDP Services,2012,8.95
BHF,"Brighthouse Financial, Inc.",Finance,Life Insurance,n/a,39.08
AVGO,Broadcom Inc.,Technology,Semiconductors,2009,275
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software,1996,1.64
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications,n/a,1.62
BPY,Brookfield Property Partners L.P.,Finance,Real Estate,n/a,19.29
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions,n/a,15.92
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components,1995,32.13
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,39.03
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks,n/a,40.71
BSQR,BSQUARE Corporation,Miscellaneous,Business Services,1999,2.15
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials,2005,14.14
BFST,"Business First Bancshares, Inc.",Finance,Major Banks,n/a,24.87
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,1997,90.4
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors,2000,114
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software,n/a,58.88
CDZI,"Cadiz, Inc.",Public Utilities,Water Supply,n/a,9.9
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts,2012,9
CSTE,Caesarstone Ltd.,Capital Goods,Building Materials,2012,17.02
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,1983,14.15
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,n/a,86.24
CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals,2014,5.85
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,1996,44.23
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies,2006,3.05
CLXT,"Calyxt, Inc.",Basic Industries,Agricultural Chemicals,2017,16.74
CAC,Camden National Corporation,Finance,Major Banks,n/a,45.12
CAMT,Camtek Ltd.,Capital Goods,Electronic Components,2000,8.87
CSIQ,Canadian Solar Inc.,Technology,Semiconductors,2006,25.2
CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities,n/a,0.2585
CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation,n/a,14.8
CBNK,"Capital Bancorp, Inc.",Finance,Major Banks,2018,11.82
CCBG,Capital City Bank Group,Finance,Major Banks,n/a,25.08
CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation,2007,2.25
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles,n/a,21.5
CPTA,Capitala Finance Corp.,n/a,n/a,2013,8.22
CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions,n/a,13.42
CAPR,"Capricor Therapeutics, Inc.",Health Care,Major Pharmaceuticals,n/a,0.4649
CSTR,"CapStar Financial Holdings, Inc.",Finance,Major Banks,2016,16.76
CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components,2000,0.84
CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,17.34
CBLK,"Carbon Black, Inc.",Technology,Computer Software: Prepackaged Software,2018,13.11
CARB,"Carbonite, Inc.",Technology,EDP Services,2011,23.08
CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments,1981,39.39
CDLX,"Cardlytics, Inc.",Technology,"Computer Software: Programming, Data Processing",2018,19.53
CATM,Cardtronics plc,Miscellaneous,Business Services,2007,30.47
CDNA,"CareDx, Inc.",Health Care,Medical Specialities,2014,31.99
CECO,Career Education Corporation,Consumer Services,Other Consumer Services,1998,16.77
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,22.34
CARG,"CarGurus, Inc.",Technology,EDP Services,2017,40.6
CARO,Carolina Financial Corporation,Finance,Major Banks,n/a,36.69
CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production,1997,11.23
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants,2006,10.78
CARV,"Carver Bancorp, Inc.",Finance,Savings Institutions,n/a,3.54
CASM,"CAS Medical Systems, Inc.",Health Care,Medical/Dental Instruments,n/a,2.43
CASA,"Casa Systems, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,2017,10.35
CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services,1997,35.94
CASY,"Caseys General Stores, Inc.",Consumer Durables,Automotive Aftermarket,1983,134.85
CASI,"CASI Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,3.35
CATB,"Catabasis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2015,5
CBIO,"Catalyst Biosciences, Inc. ",Health Care,Major Pharmaceuticals,n/a,8.89
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2006,2.87
CATS,"Catasys, Inc.",Health Care,Hospital/Nursing Management,n/a,11.27
CATY,Cathay General Bancorp,Finance,Major Banks,n/a,38.35
CVCO,"Cavco Industries, Inc.",Basic Industries,Homebuilding,n/a,137.87
CBFV,"CB Financial Services, Inc.",Finance,Major Banks,n/a,26.19
CBTX,"CBTX, Inc.",Finance,Major Banks,2017,33.57
CDK,"CDK Global, Inc.",Miscellaneous,Business Services,n/a,59.17
CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution,2013,95
CECE,CECO Environmental Corp.,Capital Goods,Pollution Control Equipment,n/a,7.83
CELC,Celcuity Inc.,Health Care,Medical Specialities,2017,21.84
CELG,Celgene Corporation,Health Care,Major Pharmaceuticals,1987,86.24
CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,5.34
APOP,Cellect Biotechnology Ltd.,n/a,n/a,2016,1.11
CLRB,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,n/a,2
CLLS,Cellectis S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,19.5
CBMG,"Cellular Biomedicine Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,19.15
CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals,n/a,2.1
CELH,"Celsius Holdings, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a,3.7
CYAD,Celyad SA,Health Care,Major Pharmaceuticals,2015,21
CETX,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components,n/a,0.618
CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas Production,2016,9.33
CSFL,CenterState Bank Corporation,Finance,Major Banks,n/a,26.46
CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting,1994,3.51
CFBK,Central Federal Corporation,Finance,Savings Institutions,n/a,13.02
CENT,Central Garden & Pet Company,Consumer Durables,Consumer Specialties,1993,31.76
CENTA,Central Garden & Pet Company,Consumer Durables,Consumer Specialties,n/a,28.45
CVCY,Central Valley Community Bancorp,Finance,Major Banks,n/a,19.57
CTRC,Centric Brands Inc.,n/a,n/a,n/a,4.17
CENX,Century Aluminum Company,Basic Industries,Aluminum,1996,8.94
CNBKA,"Century Bancorp, Inc.",Finance,Major Banks,1987,78.3
CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts,n/a,8.47
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,n/a,3.9
CERC,Cerecor Inc.,Health Care,Major Pharmaceuticals,2015,6.18
CERN,Cerner Corporation,Technology,EDP Services,1986,56.25
CERS,Cerus Corporation,Health Care,Medical/Dental Instruments,1997,6.83
KOOL,Cesca Therapeutics Inc.,Capital Goods,Medical Specialities,n/a,0.35
CEVA,"CEVA, Inc.",Technology,Semiconductors,n/a,28.36
CSBR,"Champions Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,11.58
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software,2009,19.69
BURG,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants,n/a,1.88
CTHR,Charles & Colvard Ltd.,Consumer Durables,Consumer Specialties,1997,1.06
GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications,2006,89.36
CHTR,"Charter Communications, Inc.",Consumer Services,Television Services,n/a,348.88
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,1996,120.72
CHEK,Check-Cap Ltd.,Health Care,Medical Electronics,2015,2
CKPT,"Checkpoint Therapeutics, Inc.",Health Care,Major Pharmaceuticals,n/a,3.2
CEMI,"Chembio Diagnostics, Inc.",Health Care,Major Pharmaceuticals,n/a,6.54
CHFC,Chemical Financial Corporation,Finance,Major Banks,n/a,46.17
CCXI,"ChemoCentryx, Inc.",Health Care,Major Pharmaceuticals,2012,10.86
CHMG,Chemung Financial Corp,Finance,Major Banks,n/a,47.05
CHKE,Cherokee Inc.,Consumer Non-Durables,Apparel,n/a,0.73
CHFS,"CHF Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,9
CHMA,"Chiasma, Inc.",Health Care,Major Pharmaceuticals,2015,4.4
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",Consumer Services,Movies/Entertainment,2017,7.47
PLCE,"Children&#39;s Place, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,1997,84.49
CMRX,"Chimerix, Inc.",Health Care,Major Pharmaceuticals,2013,2.29
CADC,"China Advanced Construction Materials Group, Inc.",Basic Industries,Engineering & Construction,n/a,2.7212
CAAS,"China Automotive Systems, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,3.75
CBPO,"China Biologic Products Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,81.65
JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service,2004,1.34
CJJD,"China Jo-Jo Drugstores, Inc.",Consumer Durables,Specialty Chemicals,n/a,2.67
CNTF,China TechFaith Wireless Communication Technology Limited,n/a,n/a,2005,1.19
CCIH,ChinaCache International Holdings Ltd.,Technology,EDP Services,2010,1.25
CNET,"ChinaNet Online Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing",n/a,1.75
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors,n/a,16.79
CDXC,ChromaDex Corporation,Consumer Durables,Specialty Chemicals,n/a,3.5
CHDN,"Churchill Downs, Incorporated",Consumer Services,Services-Misc. Amusement & Recreation,n/a,94.03
CHUY,"Chuy&#39;s Holdings, Inc.",Consumer Services,Restaurants,2012,23.11
CDTX,"Cidara Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,3.2
CMCT,CIM Commercial Trust Corporation,Consumer Services,Real Estate Investment Trusts,n/a,18.22
CMPR,Cimpress N.V,Miscellaneous,Publishing,n/a,82.7
CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers,n/a,87.17
CIDM,Cinedigm Corp,Consumer Services,Consumer Electronics/Video Chains,n/a,1.49
CTAS,Cintas Corporation,Consumer Non-Durables,Apparel,1983,209.12
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,1989,41.16
CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,1990,51.65
CTRN,"Citi Trends, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,2005,21.79
CTXR,"Citius Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,1.2
CZNC,Citizens & Northern Corp,Finance,Major Banks,n/a,26.29
CZWI,"Citizens Community Bancorp, Inc.",Finance,Savings Institutions,n/a,12.37
CIZN,Citizens Holding Company,Finance,Major Banks,n/a,21
CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,1995,106.78
CHCO,City Holding Company,Finance,Major Banks,n/a,80.17
CIVB,"Civista Bancshares, Inc. ",Finance,Major Banks,n/a,21.55
CLAR,Clarus Corporation,Consumer Non-Durables,Recreational Products/Toys,n/a,12.5
CLNE,Clean Energy Fuels Corp.,Public Utilities,Natural Gas Distribution,2007,2.2
CLFD,"Clearfield, Inc.",Public Utilities,Telecommunications Equipment,n/a,14.79
CLRO,"ClearOne, Inc.",Public Utilities,Telecommunications Equipment,n/a,1.92
CLSD,"Clearside Biomedical, Inc.",Health Care,Major Pharmaceuticals,2016,1.44
CMTA,Clementia Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2017,25.9
CBLI,"Cleveland BioLabs, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,2006,1.28
CLVS,"Clovis Oncology, Inc.",Health Care,Major Pharmaceuticals,2011,30.42
CMFN,CM Finance Inc,n/a,n/a,2014,7.89
CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service,2002,183.41
CCNE,CNB Financial Corporation,Finance,Major Banks,n/a,28.17
CCB,Coastal Financial Corporation,Finance,Major Banks,2018,17
COKE,Coca-Cola Bottling Co. Consolidated,Consumer Non-Durables,Beverages (Production/Distribution),1972,249.99
COCP,"Cocrystal Pharma, Inc.",Health Care,Major Pharmaceuticals,n/a,2.93
CODA,"Coda Octopus Group, Inc.",Capital Goods,Industrial Machinery/Components,n/a,7.2
CDXS,"Codexis, Inc.",Basic Industries,Major Chemicals,2010,21.1
JVA,"Coffee Holding Co., Inc.",Consumer Non-Durables,Food Distributors,2005,7
CCOI,"Cogent Communications Holdings, Inc.",Consumer Services,Telecommunications Equipment,n/a,49.22
CGNX,Cognex Corporation,Capital Goods,Industrial Machinery/Components,1989,54.81
CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services,1998,72.56
COHR,"Coherent, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,136.31
CHRS,"Coherus BioSciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,14.55
COHU,"Cohu, Inc.",Capital Goods,Electrical Products,n/a,18
CLCT,"Collectors Universe, Inc.",Miscellaneous,Business Services,1999,17.56
COLL,"Collegium Pharmaceutical, Inc.",Health Care,Major Pharmaceuticals,2015,18.26
CIGI,Colliers International Group Inc. ,Finance,Real Estate,n/a,68.91
CLGN,"CollPlant Holdings, Ltd.",Health Care,Industrial Specialties,n/a,5.6
CBAN,"Colony Bankcorp, Inc.",Finance,Major Banks,n/a,16.88
COLB,"Columbia Banking System, Inc.",Finance,Major Banks,1992,37.88
CLBK,"Columbia Financial, Inc.",Finance,Savings Institutions,2018,16.05
COLM,Columbia Sportswear Company,Consumer Non-Durables,Apparel,1998,105.14
CMCO,Columbus McKinnon Corporation,Capital Goods,Construction/Ag Equipment/Trucks,1996,37.54
CMCSA,Comcast Corporation,Consumer Services,Television Services,n/a,39.25
CCNI,"Command Center, Inc.",Technology,Professional Services,n/a,4
CBSH,"Commerce Bancshares, Inc.",Finance,Major Banks,n/a,63.03
CVGI,"Commercial Vehicle Group, Inc.",Capital Goods,Auto Parts:O.E.M.,2004,8.37
COMM,"CommScope Holding Company, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,2013,23.5
JCS,"Communications Systems, Inc.",Public Utilities,Telecommunications Equipment,n/a,2.68
ESXB,Community Bankers Trust Corporation.,Finance,Major Banks,n/a,8.12
CTBI,"Community Trust Bancorp, Inc.",Finance,Major Banks,n/a,42.67
CVLT,"Commvault Systems, Inc.",Technology,Computer Software: Prepackaged Software,2006,67.82
CGEN,Compugen Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000,3.58
CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services,2002,32.46
CTG,"Computer Task Group, Incorporated",Technology,EDP Services,n/a,4.13
SCOR,"comScore, Inc.",Miscellaneous,Business Services,2018,22.5
CHCI,"Comstock Holding Companies, Inc.",Capital Goods,Homebuilding,2004,2.35
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,n/a,26.94
CNAT,Conatus Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2013,2.14
CNCE,"Concert Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,15
CDOR,"Condor Hospitality Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,7.89
CFMS,"ConforMIS, Inc.",Health Care,Industrial Specialties,2015,1.27
CNFR,"Conifer Holdings, Inc.",Finance,Property-Casualty Insurers,2015,4.2
CNMD,CONMED Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1987,78.81
CTWS,"Connecticut Water Service, Inc.",Public Utilities,Water Supply,n/a,68.2
CNOB,"ConnectOne Bancorp, Inc.",Finance,Major Banks,n/a,21.92
CONN,"Conn&#39;s, Inc.",Consumer Services,Consumer Electronics/Video Chains,2003,23.63
CNSL,"Consolidated Communications Holdings, Inc.",Public Utilities,Telecommunications Equipment,2005,9.79
CWCO,Consolidated Water Co. Ltd.,Public Utilities,Water Supply,n/a,13.75
CNST,"Constellation Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2018,10.42
ROAD,"Construction Partners, Inc.",Basic Industries,Military/Government/Technical,2018,12.22
CPSS,"Consumer Portfolio Services, Inc.",Finance,Finance: Consumer Services,1992,4.19
CFRX,ContraFect Corporation,Health Care,Major Pharmaceuticals,2014,0.5
CTRV,ContraVir Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,n/a,0.2498
CTRL,Control4 Corporation,Capital Goods,Electrical Products,2013,17.95
AWSM,Cool Holdings Inc.,Consumer Non-Durables,Electronic Components,n/a,2.83
CPRT,"Copart, Inc.",Consumer Durables,Automotive Aftermarket,1994,59.27
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Health Care,Major Pharmaceuticals,n/a,6.36
CORT,Corcept Therapeutics Incorporated,Health Care,Major Pharmaceuticals,1982,12.74
CORE,"Core-Mark Holding Company, Inc.",Consumer Non-Durables,Food Distributors,n/a,36.9
CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software,2011,57.48
CORV,Correvio Pharma Corp.,Health Care,Major Pharmaceuticals,n/a,3.34
CRVL,CorVel Corp.,Finance,Specialty Insurers,n/a,68.32
CRVS,"Corvus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2016,4.85
CSGP,"CoStar Group, Inc.",Miscellaneous,Business Services,1998,480
COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,n/a,220.43
CPAH,CounterPath Corporation,Technology,Computer Software: Prepackaged Software,n/a,1.69
ICBK,"County Bancorp, Inc.",Finance,Major Banks,2015,19.04
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software,2016,97.06
CVTI,"Covenant Transportation Group, Inc.",Transportation,Trucking Freight/Courier Services,1994,23.02
COWN,Cowen Inc.,Finance,Investment Bankers/Brokers/Service,n/a,15.69
PMTS,CPI Card Group Inc.,Finance,Finance Companies,2015,3.67
CRAI,"CRA International,Inc.",Miscellaneous,Other Consumer Services,1998,50.59
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Services,Restaurants,1981,161.52
BREW,"Craft Brew Alliance, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),n/a,17.04
CRAY,Cray Inc,Technology,Computer Manufacturing,n/a,24.85
CACC,Credit Acceptance Corporation,Finance,Finance: Consumer Services,1992,448.24
CREE,"Cree, Inc.",Technology,Semiconductors,1993,55.15
CRESY,Cresud S.A.C.I.F. y A.,Finance,Real Estate,1997,12.2
CRNX,"Crinetics Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2018,24.11
CRSP,CRISPR Therapeutics AG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2016,35.83
CRTO,Criteo S.A.,Technology,Advertising,2013,27.21
CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing,2006,25.17
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services,2001,8.36
CRWS,"Crown Crafts, Inc.",Basic Industries,Textiles,n/a,5.47
CYRX,"CryoPort, Inc.",Transportation,Oil Refining/Marketing,n/a,11.89
CSGS,"CSG Systems International, Inc.",Technology,EDP Services,1996,41.8
CCLP,CSI Compressco LP,Energy,Oilfield Services/Equipment,2011,3.15
CSPI,CSP Inc.,Technology,EDP Services,1982,10.1
CSWI,"CSW Industrials, Inc.",Basic Industries,Home Furnishings,n/a,57.48
CSX,CSX Corporation,Transportation,Railroads,n/a,72.81
CTIC,CTI BioPharma Corp.,Health Care,Major Pharmaceuticals,1997,1.15
CTIB,CTI Industries Corporation,Basic Industries,Specialty Chemicals,1997,2.82
CTRP,"Ctrip.com International, Ltd.",Miscellaneous,Business Services,2003,34.71
CUE,"Cue Biopharma, Inc.",Health Care,Major Pharmaceuticals,2018,6.81
CUI,"CUI Global, Inc.",Consumer Non-Durables,Electronic Components,n/a,1.43
CPIX,Cumberland Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2009,5.7
CMLS,Cumulus Media Inc.,Consumer Services,Broadcasting,n/a,18.08
CRIS,"Curis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,1.1
CUTR,"Cutera, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2004,17.78
CVBF,CVB Financial Corporation,Finance,Major Banks,n/a,22.82
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components,n/a,4.16
CYAN,Cyanotech Corporation,Consumer Durables,Specialty Chemicals,n/a,3.9
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software,2014,109.65
CYBE,CyberOptics Corporation,Capital Goods,Electronic Components,1987,19.74
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.838
CBAY,CymaBay Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,12.79
CY,Cypress Semiconductor Corporation,Technology,Semiconductors,1986,15.65
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software,n/a,2.37
CONE,CyrusOne Inc,Consumer Services,Real Estate Investment Trusts,2013,50.59
CYTK,"Cytokinetics, Incorporated",Health Care,Major Pharmaceuticals,2004,7.26
CTMX,"CytomX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,11.02
CYTX,Cytori Therapeutics Inc.,Health Care,Medical/Dental Instruments,n/a,0.25
CTSO,Cytosorbents Corporation,Health Care,Medical/Dental Instruments,n/a,8.34
CYTR,CytRx Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1986,0.75
DAKT,"Daktronics, Inc.",Consumer Durables,Miscellaneous manufacturing industries,1994,8.24
DARE,"Dare Bioscience, Inc.",Health Care,Major Pharmaceuticals,2014,0.8244
DRIO,DarioHealth Corp.,Health Care,Medical/Dental Instruments,n/a,0.7301
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment,n/a,11.31
DSKE,"Daseke, Inc.",Consumer Services,Transportation Services,2015,4.78
DAIO,Data I/O Corporation,Capital Goods,Electrical Products,1981,6.33
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants,2014,51.79
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,Food Chains,2015,1.41
DWSN,Dawson Geophysical Company,Energy,Oil & Gas Production,n/a,3.47
DBVT,DBV Technologies S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,8.54
DCPH,"Deciphera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2017,28.88
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,Restaurants,2012,8.47
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants,2014,10.47
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.3208
DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2017,23.12
DENN,Denny&#39;s Corporation,Consumer Services,Restaurants,n/a,17.43
XRAY,DENTSPLY SIRONA Inc.,Health Care,Medical/Dental Instruments,1987,49.21
DERM,"Dermira, Inc.",Health Care,Major Pharmaceuticals,2014,8.58
DEST,Destination Maternity Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,n/a,2.32
DXLG,"Destination XL Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,2.58
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,Plastic Products,1995,3
DTRM,"Determine, Inc. ",Technology,Computer Software: Prepackaged Software,n/a,0.14
DXCM,"DexCom, Inc.",Health Care,Medical/Dental Instruments,2005,143.89
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,2012,105.57
DCIX,Diana Containerships Inc.,Transportation,Marine Transportation,n/a,0.8
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,12.96
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,n/a,3.66
DGII,Digi International Inc.,Technology,Computer Communications Equipment,1989,13.03
DMRC,Digimarc Corporation,Technology,EDP Services,n/a,31.12
DRAD,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,2004,0.748
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,n/a,4.2
