Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
BIOC,"Biocept, Inc.",Health Care,Medical Specialities,2014,0.88,20026000.0,nan,nan,nan,5.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.01,nan,nan,nan,nan,nan,nan,0.0
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1994,3.0,324690000.0,nan,-2.83,-0.12,28.19,nan,27.51,-2.98,0.0,-929.01,-52.87,-679.69,11520000.0,0.11,nan,-64709999.99999999,-106250000.0,-1.154,nan,92150000.0,0.83,84380000.0,nan,1.44,-0.08,-110520000.0,-56040000.0,1.71,110440000.0,nan,nan,nan,nan,nan,0.0
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals,n/a,4.31,396587000.0,nan,17.04,-1.14,4.86,5.99,4.89,-775.82,-34.73,-8.25,-2.95,-53.05,81630000.0,1.12,nan,34950000.0,nan,-0.563,nan,57220000.0,0.64,59400000.0,89.79,2.34,0.74,-16739999.999999998,3640000.0,-0.25,89520000.0,nan,nan,nan,nan,nan,0.0
BFRA,Biofrontera AG,Health Care,Major Pharmaceuticals,2018,14.64,342621000.0,nan,-20.92,nan,nan,22.52,nan,nan,29.98,0.0,-25.46,36.79,nan,nan,nan,16660000.0,nan,-0.76,nan,nan,nan,nan,90.4,2.48,0.68,nan,nan,0.62,22320000.0,nan,nan,nan,nan,nan,0.0
BHTG,"BioHiTech Global, Inc.",Consumer Services,Other Consumer Services,n/a,2.011,31621000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments,n/a,1.05,21429000.0,nan,-4.45,-0.11,0.5,5.66,0.74,-2.1,-47.46,-37.34,-29.48,-168.58,42950000.0,2.04,nan,16890000.0,-15070000.0,-0.977,nan,3720000.0,0.17,13970000.0,368.43,2.04,0.17,-12430000.0,-6440000.0,3.23,21870000.0,nan,nan,nan,nan,nan,0.0
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,n/a,20.84,386124000.0,146.54,52.45,nan,16.63,8.14,15.53,80.35,14.59,17.22,6.8,10.28,23220000.0,1.27,nan,13530000.0,4490000.0,0.14,-26.4,19620000.0,1.03,1500000.0,3.23,9.42,2.45,2470000.0,nan,1.5,18800000.0,nan,nan,nan,nan,nan,0.0
BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals,n/a,2.76,27568000.0,nan,-1.09,0.04,nan,0.62,nan,-0.07,0.0,0.0,-27.7,-53.69,nan,nan,nan,nan,-24700000.0,-2.835,nan,35230000.0,3.59,10750000.0,25.72,4.23,4.26,-22220000.0,-22760000.0,2.78,9950000.0,nan,nan,nan,nan,nan,0.0
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,1999,73.87,13054000000.0,nan,303.08,-1.81,8.51,4.41,8.69,-205.13,-7.19,-10.75,-2.28,-3.77,1530000000.0,8.61,nan,479620000.0,-64980000.00000001,-0.62,nan,731100000.0,4.07,903210000.0,30.5,4.11,16.5,17370000.0,-161600000.0,1.04,179460000.0,nan,nan,nan,nan,nan,0.0
BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments,n/a,3.0055,30186000.0,nan,nan,nan,5.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.71,nan,nan,nan,nan,nan,nan,0.0
BNGO,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,2018,1.2961,12532000.0,nan,-0.91,nan,1.15,nan,1.53,-0.69,-247.05,-230.89,-72.44,nan,10870000.0,1.12,nan,3290000.0,-24020000.0,-2.759,nan,15290000.0,1.4,19420000.0,nan,3.17,-0.12,-23060000.0,-15340000.0,nan,10900000.0,nan,nan,nan,nan,nan,0.0
BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services,n/a,3.5,2348000000.0,nan,-27.83,-1.28,1.19,nan,nan,nan,-0.62,1.17,nan,nan,1970000000.0,nan,nan,422210000.0,65620000.00000001,-0.513,nan,46850000.0,nan,538930000.0,92.26,1.98,-1.35,48270000.0,nan,0.18,703090000.0,nan,nan,nan,nan,nan,0.0
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals,n/a,54.02,391221000.0,17.8,12.95,0.85,11.18,3.55,8.74,12.1,63.05,71.46,15.54,22.38,35000000.0,4.8,nan,32960000.0,25300000.0,3.0,32.6,85280000.0,11.63,nan,nan,64.82,15.05,19480000.0,13590000.0,0.5,7330000.0,nan,nan,nan,nan,nan,0.0
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,187.43,7087000000.0,75.76,32.26,3.06,9.93,6.08,10.59,33.14,13.46,21.07,5.41,8.56,714010000.0,18.9,nan,477230000.0,228130000.0,2.47,-60.5,166030000.0,4.38,505160000.0,43.34,4.05,30.77,nan,nan,1.36,37870000.0,1.28,0.67,1.28,0.69,1.09,51.82
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities,2008,39.41,1322000000.0,30.33,18.67,0.8,3.32,3.81,3.74,13.4,11.64,17.78,7.3,14.96,398400000.0,11.89,nan,228260000.0,111320000.0,1.29,-20.5,51710000.0,1.53,219260000.0,63.22,2.19,10.23,92740000.0,50890000.0,1.62,33890000.0,nan,nan,nan,nan,nan,0.0
BTAI,"BioXcel Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2018,10.06,150864000.0,nan,-2.85,nan,nan,5.98,nan,-4.32,0.0,0.0,-41.65,-73.72,nan,nan,nan,nan,-28410000.0,-1.77,nan,29960000.0,1.9,1770000.0,7.04,3.93,1.6,-19220000.0,-10870000.0,nan,15730000.0,nan,nan,nan,nan,nan,0.0
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,n/a,35.83,730669000.0,16.74,16.38,2.16,0.64,2.26,1.12,10.05,4.05,4.92,4.06,14.94,1140000000.0,54.33,nan,194800000.0,127010000.0,2.13,-16.2,23380000.0,1.14,569480000.0,175.64,0.37,15.81,125210000.0,44820000.0,0.85,20460000.0,0.48,1.32,0.48,1.37,nan,22.07
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,2004,90.02,4403000000.0,162.82,37.31,-8.77,5.05,11.51,5.66,41.33,3.04,6.1,1.93,7.36,872210000.0,18.38,nan,466860000.0,119440000.0,0.55,8.3,32650000.0,0.68,679410000.0,182.29,0.76,7.78,180080000.0,122960000.0,1.43,49170000.0,0.48,0.53,0.48,0.54,0.7,87.27
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software,2016,51.81,2876000000.0,nan,157.55,3.93,11.29,8.79,10.61,-290.31,-10.2,-11.1,-3.58,-8.2,254840000.0,4.66,nan,176910000.0,-9310000.0,-0.48,nan,145190000.0,2.62,16700000.0,5.04,1.35,5.92,21280000.0,37080000.0,0.87,55320000.0,nan,nan,nan,nan,nan,0.0
TCPC,BlackRock TCP Capital Corp.,n/a,n/a,2012,13.43,779825000.0,28.42,8.24,0.56,4.03,0.97,8.64,nan,14.19,71.11,5.02,3.31,193580000.0,3.29,nan,190500000.0,nan,0.47,nan,21860000.0,0.37,907390000.0,113.23,1.4,13.64,-19690000.0,87740000.0,0.55,58770000.0,1.44,10.71,1.44,10.76,9.44,306.38
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,2012,18.21,1621000000.0,15.88,10.98,1.92,0.39,10.61,1.01,10.74,2.62,4.78,4.18,89.69,4130000000.0,45.19,nan,667410000.0,388780000.0,1.18,8.6,64650000.00000001,0.75,2630000000.0,nan,0.3,1.76,320430000.0,111030000.0,0.21,86830000.0,0.4,2.39,0.38,2.1,nan,31.93
BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services,n/a,22.58,1038000000.0,18.5,8.09,0.52,1.68,1.48,2.16,10.92,10.27,13.79,4.74,9.37,616150000.0,12.81,nan,296840000.0,121870000.0,1.15,-11.9,109610000.0,2.24,396580000.0,56.23,2.05,14.46,95800000.0,92220000.0,1.49,48580000.0,nan,nan,nan,nan,nan,0.0
BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks,2014,18.14,474448000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,101.45,5530000000.0,nan,-7.58,0.04,97.8,3.38,79.82,-6.79,0.0,nan,-22.39,-42.32,56540000.0,1.04,nan,-394890000.0,-664960000.0,-12.0,nan,1250000000.0,22.69,194220000.0,11.87,8.02,29.63,-496230000.0,-332280000.0,2.71,55270000.0,nan,nan,nan,nan,nan,0.0
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials,2013,25.36,1669000000.0,14.07,13.11,0.82,0.46,1.81,0.55,8.17,3.31,4.83,6.38,13.9,3620000000.0,54.04,nan,909220000.0,242700000.0,1.78,-11.6,160550000.0,2.41,474970000.0,51.65,2.35,13.8,288390000.0,164720000.0,1.13,66650000.00000001,nan,nan,nan,nan,nan,0.0
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment,2011,12.88,543005000.0,nan,-64.79,-0.11,2.03,5.76,2.54,8.82,-1.88,-1.65,-0.55,-4.39,268089999.99999997,6.22,nan,85180000.0,77010000.0,-0.12,-89.8,70180000.0,1.59,188310000.0,197.29,1.0,2.14,93530000.0,-95370000.0,1.37,44110000.0,nan,nan,nan,nan,nan,0.0
BOKF,BOK Financial Corporation,Finance,Major Banks,n/a,74.95,5346000000.0,11.15,9.92,1.47,3.15,1.14,7.5,nan,27.91,38.38,1.25,11.43,1700000000.0,24.34,nan,1590000000.0,nan,6.74,20.3,3650000000.0,51.28,11030000000.0,nan,nan,66.15,-292500000.0,nan,1.32,71190000.0,2.0,2.63,2.0,2.68,2.36,29.72
BRQS,"Borqs Technologies, Inc. ",Technology,EDP Services,2015,2.1,67302000.0,69.35,nan,nan,0.34,1.36,0.44,10.66,0.42,3.45,3.48,2.81,199540000.0,7.36,nan,27170000.0,8300000.000000001,0.031,nan,1330000.0,0.04,22710000.0,46.05,1.38,1.58,nan,1630000.0,1.92,31300000.0,nan,nan,nan,nan,nan,0.0
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,n/a,10.46,882650000.0,9.62,10.85,1.06,2.42,1.1,5.96,nan,24.74,35.9,1.05,11.84,364140000.0,4.35,nan,386760000.0,nan,1.09,201.2,99610000.0,1.19,1390000000.0,nan,nan,9.53,87280000.0,nan,1.19,83900000.0,0.48,4.52,0.48,4.62,3.09,44.04
BOXL,Boxlight Corporation,Miscellaneous,Industrial Machinery/Components,2017,2.1,23039000.0,nan,-6.32,nan,0.6,6.53,0.75,-5.33,-20.02,-16.7,-16.7,-127.56,38290000.0,3.73,nan,8650000.0,-5420000.0,-0.748,nan,nan,0.09,6580000.0,188.57,0.72,0.33,-5460000.0,-2980000.0,nan,10720000.0,nan,nan,nan,nan,nan,0.0
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,3.75,85917000.0,nan,-4.59,nan,nan,nan,nan,-4.7,0.0,0.0,-77.19,-442.41,nan,nan,nan,nan,-18320000.0,-0.88,nan,2700000.0,0.12,2840000.0,nan,0.52,-0.21,-14660000.0,-8890000.0,0.87,22550000.0,nan,nan,nan,nan,nan,0.0
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks,n/a,26.64,530025000.0,12.14,9.57,nan,3.44,1.1,4.7,nan,28.53,43.08,0.96,9.62,154200000.0,7.91,nan,146550000.0,nan,2.2,58.0,159640000.0,8.17,362650000.0,nan,nan,24.33,58480000.0,nan,1.47,19840000.0,0.92,3.42,0.92,3.48,3.06,41.82
BWB,"Bridgewater Bancshares, Inc.",Finance,Major Banks,2018,10.99,321369000.0,11.74,9.96,0.74,4.97,1.41,6.7,nan,45.25,51.95,1.51,13.45,64650000.00000001,2.16,nan,60410000.0,nan,0.95,18.7,69090000.0,2.4,181180000.0,nan,nan,7.91,37290000.0,nan,nan,28820000.0,nan,nan,nan,nan,nan,0.0
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods,n/a,34.25,310881000.0,42.81,nan,nan,1.67,4.39,1.71,24.46,3.9,4.76,5.02,11.06,186020000.0,20.49,nan,55200000.0,12980000.0,0.8,-23.7,7820000.0,0.86,14380000.0,20.28,2.6,7.81,8310000.000000001,-22000000.0,1.08,9080000.0,nan,nan,nan,nan,nan,0.0
BCOV,Brightcove Inc.,Technology,EDP Services,2012,12.3,465469000.0,nan,60.8,10.16,2.72,6.42,2.7,-75.22,-10.7,-6.12,-4.28,-25.44,171400000.0,4.65,nan,98210000.0,-6150000.0,-0.5,nan,21210000.0,0.55,18270000.0,25.34,0.82,1.89,-1580000.0,8490000.0,0.38,38280000.0,nan,nan,nan,nan,nan,0.0
BHF,"Brighthouse Financial, Inc.",Finance,Life Insurance,n/a,35.1,3907000000.0,5.09,3.49,0.33,0.47,0.24,0.73,5.98,9.74,11.93,0.29,5.51,8400000000.0,71.51,nan,3460000000.0,1020000000.0,6.88,nan,6420000000.0,57.62,8610000000.0,52.67,2.35,144.49,2850000000.0,1010000000.0,2.05,111410000.0,nan,nan,nan,nan,nan,0.0
AVGO,Broadcom Inc.,Technology,Semiconductors,2009,278.79,112663000000.0,37.78,11.98,0.82,5.16,5.09,6.48,13.82,15.92,24.69,5.35,12.85,21810000000.0,53.2,nan,13830000000.0,10230000000.0,7.49,-81.4,5330000000.0,13.38,37550000000.0,169.35,1.26,55.57,9680000000.0,10670000000.0,0.85,398070000.0,10.6,3.75,9.7,3.54,1.77,106.67
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software,1996,1.41,7136000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications,n/a,1.82,27801000.0,nan,28.67,-0.33,0.2,0.66,0.54,170.64,-10.78,-5.29,-3.93,-30.91,141460000.0,8.98,nan,3700000.0,nan,-0.968,nan,nan,0.0,48540000.0,115.02,0.85,2.61,-9840000.0,-5810000.0,1.62,16160000.0,nan,nan,nan,nan,nan,0.0
BPY,Brookfield Property Partners L.P.,Finance,Real Estate,n/a,18.8,18076000000.0,13.8,nan,nan,1.89,0.65,9.91,17.18,6.06,54.28,3.32,5.76,9590000000.0,20.76,nan,5170000000.0,5530000000.0,1.37,-70.6,1750000000.0,4.06,57300000000.0,130.48,0.45,29.29,2040000000.0,2500000000.0,0.97,435030000.0,1.32,7.01,1.29,6.88,5.34,96.27
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions,n/a,13.88,1100000000.0,12.78,12.0,2.11,4.06,1.2,7.22,nan,31.89,44.45,1.18,9.79,271310000.0,3.39,nan,267970000.00000003,nan,1.08,-1.7,154450000.0,1.94,1010000000.0,nan,nan,11.53,105690000.0,nan,0.91,79830000.0,0.44,3.13,0.41,3.01,2.79,38.89
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components,1995,34.04,2480000000.0,70.22,24.88,3.76,3.35,3.27,3.7,28.81,4.78,6.17,2.21,0.43,741280000.0,10.35,nan,247980000.0,95200000.0,0.49,-68.1,156890000.0,2.23,544050000.0,73.71,3.01,10.5,89450000.0,19020000.0,2.06,72220000.0,0.4,1.2,0.4,1.19,2.32,nan
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,42.94,6561000000.0,35.38,23.18,2.27,3.33,7.62,3.49,19.28,9.57,14.48,8.59,22.63,1970000000.0,12.61,nan,903200000.0,356500000.0,1.2,17.0,288800000.0,1.87,571100000.0,64.02,2.19,5.57,184600000.0,101620000.0,1.46,154670000.0,0.16,0.37,0.16,0.37,nan,13.33
BSQR,BSQUARE Corporation,Miscellaneous,Business Services,1999,1.25,16146999.999999998,nan,nan,nan,0.26,1.35,0.09,-0.63,-22.82,-15.01,-17.87,-76.51,62810000.0,4.9,nan,15510000.0,-8620000.0,-1.119,nan,11960000.0,0.93,1230000.0,10.36,1.93,0.93,-5070000.0,-1430000.0,1.4,12920000.0,nan,nan,nan,nan,nan,0.0
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials,2005,19.14,2202000000.0,9.72,9.98,2.13,0.29,3.14,0.52,7.84,3.05,5.35,7.6,39.06,7470000000.0,64.85,nan,1920000000.0,497510000.0,1.96,17.6,10550000.0,0.09,1710000000.0,243.09,1.69,6.08,630580000.0,432600000.0,1.71,115530000.0,nan,nan,nan,nan,nan,0.0
BFST,"Business First Bancshares, Inc.",Finance,Major Banks,n/a,23.61,313311000.0,15.33,11.78,nan,3.97,1.13,4.95,nan,25.17,34.54,1.04,8.13,78860000.0,6.27,nan,67220000.0,nan,1.53,88.1,84850000.0,6.35,162100000.0,nan,nan,20.77,25370000.0,nan,nan,13370000.0,0.4,1.69,0.36,1.57,nan,22.52
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,1997,82.67,11204000000.0,16.61,16.82,3.04,0.7,6.77,0.78,12.16,4.31,5.93,13.04,43.68,16090000000.0,116.68,nan,1360000000.0,1040000000.0,4.98,6.3,355310000.0,2.62,1520000000.0,91.87,1.81,12.23,940950000.0,753840000.0,0.74,135380000.0,2.0,2.37,1.96,2.39,2.22,39.36
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors,2000,124.97,3676000000.0,33.16,16.81,1.44,4.01,3.59,4.88,14.65,11.76,24.94,9.33,12.98,915780000.0,33.05,nan,314110000.0,305220000.0,3.82,-46.3,168680000.0,5.8,959440000.0,93.57,3.06,35.28,181910000.0,106820000.0,1.45,29040000.0,1.68,1.35,1.64,1.32,nan,42.05
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software,n/a,69.09,19190000000.0,45.36,29.78,2.59,8.49,13.42,8.38,30.89,18.83,21.77,11.96,32.5,2260000000.0,8.26,nan,1880000000.0,612550000.0,1.51,42.7,633410000.0,2.26,466550000.0,32.61,1.61,5.11,673610000.0,504030000.0,1.33,280150000.0,nan,nan,nan,nan,nan,0.0
CDZI,"Cadiz, Inc.",Public Utilities,Water Supply,n/a,11.7,311736000.0,nan,nan,nan,703.69,nan,nan,-36.36,0.0,nan,-10.35,nan,nan,0.02,nan,nan,-12340000.0,-1.15,nan,19480000.0,0.72,153170000.0,nan,5.8,-2.96,-12650000.0,-14170000.0,0.51,26970000.0,nan,nan,nan,nan,nan,0.0
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts,2012,11.26,7754000000.0,nan,-88.0,-56.17,0.92,2.83,3.04,12.21,-2.66,13.05,2.68,-7.33,8430000000.0,12.52,nan,4210000000.0,2100000000.0,-0.33,nan,1520000000.0,2.26,19400000000.0,690.81,1.15,4.05,995000000.0,333750000.0,2.41,677770000.0,nan,nan,nan,nan,nan,0.0
CSTE,Caesarstone Ltd.,Capital Goods,Building Materials,2012,14.96,513121999.99999994,28.71,13.21,1.15,0.92,1.08,0.87,7.1,3.2,7.11,3.73,3.76,559840000.0,16.29,nan,165520000.0,68890000.0,0.52,-41.7,99360000.0,2.89,75350000.0,15.85,3.24,13.83,60950000.0,47130000.0,1.07,34370000.0,0.6,4.01,0.15,1.01,nan,57.69
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,n/a,90.02,1556000000.0,48.85,25.55,1.9,1.39,5.44,1.43,20.59,2.84,5.75,10.27,11.43,1120000000.0,64.05,nan,113620000.0,77640000.0,1.81,15.7,7360000.0,0.42,30160000.0,10.48,1.39,16.25,53840000.0,24480000.0,1.29,17600000.0,1.0,1.13,1.0,1.12,1.32,55.25
CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals,2014,3.94,203807000.0,nan,-2.4,-0.03,nan,1.46,nan,-0.67,0.0,0.0,-34.21,-60.16,nan,0.0,nan,-43940000.0,-88540000.0,-2.225,nan,153210000.0,2.85,8950000.0,6.42,8.06,2.59,-71120000.0,-40030000.0,1.46,53770000.0,nan,nan,nan,nan,nan,0.0
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,1996,40.36,1979000000.0,36.32,50.8,-101.35,1.45,2.01,1.22,16.21,3.98,3.53,2.6,5.66,1360000000.0,28.08,nan,222860000.0,102710000.0,1.12,nan,319430000.0,6.56,2340000.0,0.24,7.58,20.26,115080000.0,-3000000.0,0.57,43890000.0,0.86,2.11,0.51,1.26,nan,76.52
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies,2006,3.75,286343000.0,248.0,9.54,7.46,0.08,5.32,0.52,7.1,0.03,4.37,4.46,4.04,3550000000.0,45.4,nan,467300000.0,261399999.99999997,0.015,nan,173500000.0,2.24,1730000000.0,nan,1.23,0.7,188100000.0,245290000.0,1.77,77470000.0,nan,nan,nan,nan,nan,0.0
CLXT,"Calyxt, Inc.",Basic Industries,Agricultural Chemicals,2017,5.83,190295000.0,nan,-4.95,nan,319.82,2.37,244.66,-4.56,0.0,nan,-17.93,-35.11,nan,0.02,nan,nan,-31940000.0,-1.0,nan,76430000.0,2.33,18570000.0,23.15,15.96,2.44,-27290000.0,-17510000.0,2.31,32869999.999999996,nan,nan,nan,nan,nan,0.0
CAC,Camden National Corporation,Finance,Major Banks,n/a,41.22,633322000.0,11.58,11.74,nan,3.9,1.36,5.41,nan,34.16,44.48,1.28,12.65,162490000.0,10.44,nan,157720000.0,nan,3.55,8.1,104430000.0,6.78,351020000.0,nan,nan,30.26,26850000.0,nan,1.08,15410000.0,1.2,2.89,1.2,2.94,2.54,33.8
CAMT,Camtek Ltd.,Capital Goods,Electronic Components,2000,8.88,349403000.0,14.15,12.6,0.91,2.61,2.64,1.97,9.87,18.0,18.51,10.75,20.77,133789999.99999999,3.67,nan,60800000.0,26750000.0,0.64,66.0,85270000.0,2.21,nan,nan,4.49,3.43,nan,nan,2.08,38520000.0,0.68,7.53,0.28,3.15,nan,0.0
CSIQ,Canadian Solar Inc.,Technology,Semiconductors,2006,23.41,1379000000.0,6.4,8.19,0.19,0.43,1.08,0.86,6.22,7.01,9.32,3.63,18.64,3190000000.0,53.83,nan,775080000.0,441500000.0,3.63,302.6,438500000.0,7.36,1760000000.0,133.26,0.99,21.48,nan,nan,1.59,59260000.0,nan,nan,nan,nan,nan,0.0
CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities,n/a,0.096,5672000.0,nan,nan,nan,0.2,1.1,0.36,-0.66,-73.55,-61.6,-27.58,-204.76,28110000.0,0.7,nan,8750000.0,-15290000.0,-0.515,nan,nan,0.01,5060000.0,102.47,0.83,0.09,-9310000.0,-7890000.0,2.04,60410000.0,nan,nan,nan,nan,nan,0.0
CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation,n/a,12.07,56170000.0,11.14,nan,nan,0.96,1.17,0.97,8.55,8.59,7.07,3.8,11.08,58430000.0,12.87,nan,20060000.0,6660000.0,1.1,32.0,nan,0.12,1290000.0,2.71,0.77,10.39,4730000.0,-10680000.0,0.77,4600000.0,0.28,2.3,0.28,2.29,nan,25.45
CBNK,"Capital Bancorp, Inc.",Finance,Major Banks,2018,12.05,165240000.0,nan,10.03,nan,nan,1.34,1.89,nan,18.25,24.94,1.21,13.3,76590000.0,5.81,nan,71870000.0,nan,1.04,27.9,79530000.0,5.8,59160000.0,nan,nan,8.97,-6500000.0,nan,nan,13720000.0,nan,nan,nan,nan,nan,nan
CCBG,Capital City Bank Group,Finance,Major Banks,n/a,24.1,401567000.0,14.37,13.4,2.37,2.68,1.28,1.24,nan,18.81,23.53,0.96,9.28,149960000.0,8.87,nan,143150000.0,nan,1.67,22.0,287830000.0,17.19,72630000.0,nan,nan,18.79,60780000.0,nan,0.79,16750000.0,0.52,2.13,0.4,1.68,0.99,23.95
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles,n/a,21.79,385089000.0,13.2,12.22,nan,6.81,1.17,10.58,14.05,49.7,72.57,5.06,8.84,56570000.0,3.32,nan,51880000.0,42610000.0,1.65,-42.4,11970000.0,0.68,226440000.0,68.87,nan,18.58,-79560000.0,nan,0.19,17700000.0,1.6,7.5,1.47,6.77,3.15,89.63
CPTA,Capitala Finance Corp.,n/a,n/a,2013,7.82,123400000.0,nan,7.97,0.54,2.62,0.8,7.58,nan,-107.0,69.49,4.24,-27.02,47110000.0,2.94,nan,47290000.0,nan,-3.15,nan,43470000.0,2.69,277180000.0,180.15,7.37,9.55,38600000.0,7300000.0,1.2,16129999.999999998,1.0,13.49,1.0,12.79,13.61,nan
CSTR,"CapStar Financial Holdings, Inc.",Finance,Major Banks,2016,15.4,265005000.0,19.5,11.52,nan,3.32,1.01,1.69,nan,16.91,34.77,0.79,6.49,79760000.0,4.91,nan,62310000.0,nan,0.77,63.8,156680000.0,8.92,23170000.0,nan,nan,14.91,-4540000.0,nan,0.89,17430000.0,0.2,1.28,0.18,1.18,nan,23.94
CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components,2000,0.622,44954000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,23.02,1070000000.0000001,nan,-10.39,nan,53.02,9.24,46.47,-10.48,0.0,-444.49,-38.73,-98.45,20180000.0,0.51,nan,-62060000.0,-89490000.0,-2.17,nan,115310000.0,2.48,4770000.0,4.79,3.11,2.49,-97280000.0,-41700000.0,2.0,46590000.0,nan,nan,nan,nan,nan,0.0
CBLK,"Carbon Black, Inc.",Technology,Computer Software: Prepackaged Software,2018,26.05,1928000000.0,nan,-57.71,-1.48,nan,10.81,7.74,-27.02,-30.69,-31.84,-11.43,-36.82,229710000.0,3.28,nan,163960000.0,-65800000.0,-1.01,nan,148110000.0,2.02,17360000.0,9.85,1.28,2.4,-50300000.0,-21090000.0,nan,74250000.0,nan,nan,nan,nan,nan,nan
